nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Omerta: City of Gangsters,PS3,Simulation,Konami Digital Entertainment,0.91,,,,,,
Disney Universe,Wii,Action,Disney Interactive Studios,0.9,25-Oct-11,61.0,11.0,5.8,4.0,Eurocom Entertainment Software
LEGO Star Wars III: The Clone Wars,3DS,Action,LucasArts,0.9,27-Mar-11,67.0,25.0,5.3,19.0,Traveller's Tales
Skylanders: Spyro's Adventure,X360,Action,Activision,0.88,16-Oct-11,78.0,35.0,5.7,46.0,Toys for Bob
Rayman Origins,PS3,Platform,Ubisoft,0.87,15-Nov-11,87.0,43.0,8.4,183.0,UBlart Montpellier
Homefront,PS3,Shooter,THQ,0.85,15-Mar-11,70.0,60.0,5.6,149.0,Kaos Studios
LEGO Pirates of the Caribbean: The Video Game,X360,Action,Disney Interactive Studios,0.84,10-May-11,73.0,54.0,6.9,27.0,Traveller's Tales
Sonic Generations,3DS,Platform,Sega,0.83,22-Nov-11,66.0,29.0,6.5,66.0,Sega
Driver: San Francisco,PS3,Racing,Ubisoft,0.83,6-Sep-11,79.0,53.0,7.5,85.0,Ubisoft Reflections
Michael Jackson: The Experience,X360,Misc,Ubisoft,0.79,12-Apr-11,63.0,31.0,6.2,24.0,Ubisoft Montreal
NCAA Football 12,PS3,Sports,Electronic Arts,0.78,12-Jul-11,82.0,17.0,5.8,38.0,EA Sports
LEGO Pirates of the Caribbean: The Video Game,PS3,Action,Disney Interactive Studios,0.78,10-May-11,73.0,42.0,7,18.0,Traveller's Tales
Duke Nukem Forever,X360,Shooter,Take-Two Interactive,0.78,14-Jun-11,49.0,76.0,4.4,397.0,"3D Realms, Gearbox Software"
Skylanders: Spyro's Adventure,PS3,Action,Activision,0.76,16-Oct-11,77.0,18.0,5.3,31.0,Toys for Bob
Cars 2,Wii,Platform,Disney Interactive Studios,0.75,,,,,,
FIFA Soccer 12,Wii,Sports,Electronic Arts,0.73,26-Sep-11,70.0,9.0,5.9,13.0,Electronic Arts
Call of Duty: Modern Warfare 3,Wii,Shooter,Activision,0.7,8-Nov-11,70.0,16.0,1.6,423.0,"Treyarch, Sledgehammer Games"
UFC Personal Trainer: The Ultimate Fitness System,X360,Sports,THQ,0.7,28-Jun-11,70.0,36.0,6.4,16.0,THQ
Duke Nukem Forever,PS3,Shooter,Take-Two Interactive,0.69,14-Jun-11,51.0,48.0,4.7,239.0,"3D Realms, Gearbox Software"
Rayman Origins,X360,Platform,Ubisoft,0.69,15-Nov-11,87.0,55.0,8.2,167.0,UBlart Montpellier
Final Fantasy XIII-2,X360,Role-Playing,Square Enix,0.69,31-Jan-12,79.0,50.0,6.1,222.0,Square Enix
F1 2011,X360,Racing,Codemasters,0.67,20-Sep-11,84.0,61.0,7.3,48.0,Codemasters
Sniper: Ghost Warrior,PS3,Shooter,City Interactive,0.66,29-Jun-11,53.0,17.0,6,22.0,City Interactive
NHL 12,X360,Sports,Electronic Arts,0.65,13-Sep-11,86.0,56.0,7.1,63.0,Electronic Arts
Driver: San Francisco,X360,Racing,Ubisoft,0.61,6-Sep-11,80.0,63.0,7.6,107.0,Ubisoft Reflections
Top Spin 4,PS3,Sports,Take-Two Interactive,0.6,15-Mar-11,82.0,37.0,7.5,41.0,2K Czech
Omerta: City of Gangsters,X360,Simulation,Konami Digital Entertainment,0.59,12-Feb-13,43.0,18.0,2.2,18.0,Kalypso
Need for Speed: Shift 2 Unleashed,PS3,Racing,Electronic Arts,0.58,,,,,,
Warriors Orochi 3,PS3,Action,Ubisoft Annecy,0.57,20-Mar-12,70.0,17.0,8.1,28.0,Omega Force
NHL 12,PS3,Sports,Electronic Arts,0.53,13-Sep-11,86.0,33.0,7.6,42.0,Electronic Arts
MLB 11: The Show,PS3,Sports,Sony Computer Entertainment,0.52,8-Mar-11,90.0,30.0,7.8,80.0,SCEA San Diego Studios
Pro Evolution Soccer 2012,PSP,Sports,Konami Digital Entertainment,0.52,8-Nov-11,74.0,4.0,5.3,6.0,Konami
Just Dance 3,PS3,Misc,Ubisoft,0.52,6-Dec-11,75.0,5.0,6,6.0,Ubisoft
Disney Universe,PS3,Action,Disney Interactive Studios,0.52,25-Oct-11,70.0,29.0,7.3,10.0,Eurocom Entertainment Software
Disgaea 4: A Promise Unforgotten,PS3,Role-Playing,Nippon Ichi Software,0.51,6-Sep-11,80.0,39.0,7.5,107.0,Nippon Ichi Software
"Warhammer 40,000: Space Marine",X360,Shooter,THQ,0.51,6-Sep-11,76.0,57.0,7.8,218.0,Relic
LEGO Pirates of the Caribbean: The Video Game,3DS,Action,Disney Interactive Studios,0.5,10-May-11,71.0,16.0,7.1,18.0,Traveller's Tales
Two Worlds II,X360,Role-Playing,Unknown,0.5,25-Jan-11,67.0,50.0,6.6,121.0,Reality Pump
Rayman Origins,Wii,Platform,Ubisoft,0.49,15-Nov-11,92.0,13.0,8,96.0,UBlart Montpellier
Skylanders: Spyro's Adventure,3DS,Action,Activision,0.49,16-Oct-11,82.0,8.0,5.2,48.0,Vicarious Visions
Disney Universe,X360,Action,Disney Interactive Studios,0.49,25-Oct-11,66.0,31.0,5.6,8.0,Eurocom Entertainment Software
Pro Evolution Soccer 2012,X360,Sports,Konami Digital Entertainment,0.48,27-Sep-11,78.0,36.0,6.4,47.0,Konami
FIFA Soccer 12,PSP,Sports,Electronic Arts,0.47,27-Sep-11,,,4.5,8.0,Electronic Arts
Bulletstorm,PS3,Shooter,Electronic Arts,0.45,22-Feb-11,83.0,57.0,7.6,225.0,"People Can Fly, Epic Games"
Madden NFL 12,Wii,Sports,Electronic Arts,0.42,30-Aug-11,,,6.2,5.0,EA Tiburon
Michael Jackson: The Experience,PS3,Misc,Ubisoft,0.41,12-Apr-11,66.0,11.0,7.4,10.0,Ubisoft Montreal
Need for Speed: Shift 2 Unleashed,X360,Racing,Electronic Arts,0.41,,,,,,
Two Worlds II,PS3,Role-Playing,Unknown,0.4,25-Jan-11,70.0,28.0,7,56.0,Reality Pump
AKB1/48: Idol to Guam de Koishitara...,PSP,Misc,Namco Bandai Games,0.4,,,,,,
Red Faction: Armageddon,PS3,Shooter,THQ,0.4,7-Jun-11,71.0,52.0,7.3,44.0,Volition Inc.
F.E.A.R. 3,X360,Shooter,Warner Bros. Interactive Entertainment,0.39,21-Jun-11,75.0,71.0,7.1,123.0,Day 1 Studios
Child of Eden,X360,Shooter,Ubisoft,0.39,14-Jun-11,84.0,81.0,7.6,81.0,Q Entertainment
Cars 2,PS3,Platform,Disney Interactive Studios,0.39,,,,,,
Virtua Tennis 4,PS3,Sports,Sega,0.39,10-May-11,69.0,49.0,6.5,22.0,Sega
"Warhammer 40,000: Space Marine",PS3,Shooter,THQ,0.39,6-Sep-11,70.0,46.0,7.4,144.0,Relic
The Sims 3,3DS,Simulation,Electronic Arts,0.38,22-Mar-11,52.0,29.0,2.9,22.0,EA Games
Cars 2,X360,Platform,Disney Interactive Studios,0.38,,,,,,
F.E.A.R. 3,PS3,Shooter,Warner Bros. Interactive Entertainment,0.36,21-Jun-11,74.0,48.0,7.2,89.0,Day 1 Studios
Top Spin 4,X360,Sports,Take-Two Interactive,0.36,15-Mar-11,84.0,54.0,8.3,56.0,2K Czech
WWE All Stars,PS3,Fighting,THQ,0.35,29-Mar-11,75.0,51.0,6.4,28.0,THQ
Cabela's Big Game Hunter 2012,Wii,Sports,Activision,0.34,27-Sep-11,,,tbd,,Activision
Red Faction: Armageddon,X360,Shooter,THQ,0.34,7-Jun-11,71.0,74.0,7.3,57.0,Volition Inc.
Dungeon Siege III,PS3,Role-Playing,Square Enix,0.33,21-Jun-11,71.0,52.0,6,73.0,Obsidian Entertainment
Dungeon Siege III,X360,Role-Playing,Square Enix,0.33,21-Jun-11,72.0,55.0,6.3,82.0,Obsidian Entertainment
FIFA Soccer 12,3DS,Sports,Electronic Arts,0.33,27-Sep-11,67.0,13.0,4.4,14.0,EA Sports
NBA 2K12,Wii,Sports,Take-Two Interactive,0.32,4-Oct-11,,,6.8,6.0,Visual Concepts
WWE '12,Wii,Fighting,THQ,0.32,22-Nov-11,74.0,6.0,5.1,8.0,Yuke's
WWE All Stars,X360,Fighting,THQ,0.31,29-Mar-11,75.0,64.0,7.2,38.0,THQ
The King of Fighters XIII,X360,Fighting,Rising Star Games,0.31,22-Nov-11,79.0,31.0,8.3,38.0,SNK Playmore
LEGO Star Wars III: The Clone Wars,PSP,Action,LucasArts,0.31,22-Mar-11,63.0,4.0,tbd,,Traveller's Tales
Harry Potter and the Deathly Hallows - Part 2,Wii,Action,Electronic Arts,0.3,12-Jul-11,47.0,6.0,6.6,5.0,
The Adventures of Tintin: The Game,Wii,Action,Ubisoft,0.29,6-Dec-11,,,tbd,,Ubisoft Montpellier
Harry Potter and the Deathly Hallows - Part 2,X360,Action,Electronic Arts,0.29,12-Jul-11,44.0,31.0,5.2,19.0,EA Bright Light
Dead Rising 2: Off the Record,PS3,Action,Capcom,0.28,11-Oct-11,72.0,31.0,6.7,21.0,Capcom Vancouver
NASCAR 2011: The Game,X360,Racing,Activision,0.28,29-Mar-11,62.0,24.0,4.1,14.0,Eutechnyx
Operation Flashpoint: Red River,PS3,Shooter,Codemasters,0.27,7-Jun-11,67.0,36.0,6.2,14.0,Codemasters
The King of Fighters XIII,PS3,Fighting,Rising Star Games,0.27,22-Nov-11,77.0,26.0,8.2,53.0,SNK Playmore
Jikkyou Powerful Pro Yakyuu 2011,PS3,Sports,Konami Digital Entertainment,0.26,,,,,,
NBA 2K12,PSP,Sports,Take-Two Interactive,0.26,4-Oct-11,,,4.7,6.0,Visual Concepts
Transformers: Dark of the Moon,PS3,Action,Activision,0.26,14-Jun-11,57.0,41.0,5.5,21.0,High Moon Studios
Harry Potter and the Deathly Hallows - Part 2,PS3,Action,Electronic Arts,0.26,12-Jul-11,43.0,21.0,5.2,19.0,
Karaoke Revolution Glee: Volume 3,Wii,Misc,Konami Digital Entertainment,0.25,1-Nov-11,,,tbd,,Hijinx Studios
Operation Flashpoint: Red River,X360,Shooter,Codemasters,0.25,7-Jun-11,69.0,64.0,6.3,23.0,Codemasters
NASCAR 2011: The Game,PS3,Racing,Activision,0.25,29-Mar-11,62.0,16.0,3.3,12.0,Eutechnyx
Cabela's Big Game Hunter 2012,X360,Sports,Activision,0.25,27-Sep-11,,,tbd,,Activision
Transformers: Dark of the Moon,X360,Action,Activision,0.24,14-Jun-11,59.0,53.0,6.8,23.0,High Moon Studios
Pro Yakyuu Spirits 2011,PSP,Sports,Konami Digital Entertainment,0.24,,,,,,
Need for Speed: The Run,Wii,Racing,Electronic Arts,0.24,15-Nov-11,64.0,6.0,2.4,15.0,Firebrand Games
Jonah Lomu Rugby Challenge,X360,Sports,Home Entertainment Suppliers,0.24,18-Oct-11,73.0,14.0,6.9,7.0,Sidhe Interactive
LEGO Pirates of the Caribbean: The Video Game,PSP,Action,Disney Interactive Studios,0.24,10-May-11,67.0,5.0,tbd,,Traveller's Tales
Call of Juarez: The Cartel,X360,Shooter,Ubisoft,0.24,19-Jul-11,47.0,62.0,5.7,95.0,Techland
The Adventures of Tintin: The Game,PS3,Action,Ubisoft,0.23,6-Dec-11,59.0,27.0,5.4,10.0,Ubisoft Montpellier
Dead Rising 2: Off the Record,X360,Action,Capcom,0.23,11-Oct-11,72.0,49.0,7.5,49.0,Capcom Vancouver
Call of Juarez: The Cartel,PS3,Shooter,Ubisoft,0.23,19-Jul-11,45.0,42.0,5.7,69.0,Techland
Spider-Man: Edge of Time,X360,Action,Activision,0.23,4-Oct-11,57.0,50.0,6.8,25.0,Beenox
Sengoku Basara 3 Utage,PS3,Action,Capcom,0.22,,,,,,
Shadows of the Damned,PS3,Action,Electronic Arts,0.22,21-Jun-11,77.0,56.0,8,82.0,Grasshopper Manufacture
MotionSports: Adrenaline,X360,Sports,Ubisoft,0.22,1-Nov-11,41.0,8.0,7,6.0,Ubisoft Vancouver
X-Men: Destiny,X360,Action,Activision,0.22,27-Sep-11,47.0,51.0,5.1,66.0,Silicon Knights
The Adventures of Tintin: The Game,X360,Action,Ubisoft,0.21,6-Dec-11,63.0,35.0,5.8,8.0,Ubisoft Montpellier
X-Men: Destiny,PS3,Action,Activision,0.21,27-Sep-11,50.0,33.0,4.8,31.0,Silicon Knights
NASCAR 2011: The Game,Wii,Racing,Activision,0.21,24-May-11,42.0,5.0,4.5,6.0,Eutechnyx
Pro Evolution Soccer 2012,Wii,Sports,Konami Digital Entertainment,0.2,15-Nov-11,79.0,9.0,6.7,11.0,Konami
Spider-Man: Edge of Time,PS3,Action,Activision,0.2,4-Oct-11,58.0,43.0,7.1,17.0,Beenox
Jikkyou Powerful Pro Yakyuu 2011,PSP,Sports,Konami Digital Entertainment,0.2,,,,,,
Madden NFL 12,PSP,Sports,Electronic Arts,0.2,30-Aug-11,,,tbd,,EA Tiburon
Pictionary: Ultimate Edition,X360,Misc,THQ,0.19,15-Nov-11,53.0,4.0,tbd,,Page 44 Studios
Pictionary: Ultimate Edition,PS3,Misc,THQ,0.18,15-Nov-11,62.0,4.0,tbd,,Page 44 Studios
Virtua Tennis 4,X360,Sports,Sega,0.18,10-May-11,70.0,37.0,6.2,9.0,Sega
Rune Factory: Tides of Destiny,PS3,Role-Playing,Marvelous Interactive,0.18,7-Oct-11,55.0,12.0,7.6,27.0,Neverland
Pro Yakyuu Spirits 2011,PS3,Sports,Konami Digital Entertainment,0.18,,,,,,
Rune Factory: Tides of Destiny,Wii,Role-Playing,Marvelous Interactive,0.18,7-Oct-11,,,7.4,8.0,Neverland
You Don't Know Jack,Wii,Misc,THQ,0.18,8-Feb-11,81.0,5.0,7.6,5.0,"Jellyvision, Iron Galaxy Studios"
Champion Jockey: G1 Jockey & Gallop Racer,PS3,Sports,Tecmo Koei,0.18,,,,,,
Transformers: Dark of the Moon,3DS,Action,Activision,0.18,,,,,,
Cabela's Big Game Hunter 2012,PS3,Sports,Activision,0.17,27-Sep-11,,,tbd,,Activision
Child of Eden,PS3,Shooter,Ubisoft,0.17,27-Sep-11,81.0,21.0,8.3,16.0,Q Entertainment
WWE All Stars,3DS,Fighting,THQ,0.17,22-Nov-11,71.0,12.0,7,6.0,THQ
Nascar Unleashed,3DS,Racing,Activision,0.17,1-Nov-11,,,tbd,,Firebrand Games
Cabela's Survival: Shadows of Katmai,Wii,Sports,Activision,0.17,1-Nov-11,,,tbd,,Activision
WWE All Stars,Wii,Fighting,THQ,0.17,29-Mar-11,68.0,11.0,6,6.0,THQ
You Don't Know Jack,X360,Misc,THQ,0.17,8-Feb-11,82.0,23.0,8.1,27.0,"Jellyvision, Iron Galaxy Studios"
WWE All Stars,PSP,Fighting,THQ,0.16,29-Mar-11,70.0,4.0,tbd,,THQ
UFC Personal Trainer: The Ultimate Fitness System,Wii,Sports,THQ,0.16,12-Jul-11,54.0,5.0,tbd,,THQ
Shadows of the Damned,X360,Action,Electronic Arts,0.16,21-Jun-11,76.0,76.0,8.3,106.0,Grasshopper Manufacture
Marvel Super Hero Squad: Comic Combat,Wii,Action,THQ,0.16,15-Nov-11,,,tbd,,THQ
Cars 2,3DS,Platform,Disney Interactive Studios,0.15,,,,,,
Need for Speed: The Run,3DS,Racing,Electronic Arts,0.15,15-Nov-11,65.0,9.0,5.7,23.0,Firebrand Games
You Don't Know Jack,PS3,Misc,THQ,0.15,8-Feb-11,82.0,11.0,7,15.0,"Jellyvision, Iron Galaxy Studios"
Transformers: Dark of the Moon,Wii,Action,Activision,0.15,14-Jun-11,34.0,14.0,3.8,4.0,Behaviour Interactive
Cabela's Survival: Shadows of Katmai,X360,Sports,Activision,0.15,1-Nov-11,,,3.8,5.0,Activision
WRC 2: FIA World Rally Championship,PS3,Racing,Ubisoft,0.15,,,,,,
Metal Gear Solid: Peace Walker HD Edition,PS3,Action,Konami Digital Entertainment,0.15,28-Aug-12,,,8.4,21.0,"Kojima Productions, Genki"
Nascar Unleashed,Wii,Racing,Activision,0.15,1-Nov-11,,,tbd,,
Heavy Fire: Afghanistan,PS3,Shooter,Unknown,0.14,18-Nov-11,39.0,5.0,3.8,10.0,Teyon
UFC Personal Trainer: The Ultimate Fitness System,PS3,Sports,THQ,0.14,28-Jun-11,65.0,8.0,tbd,,THQ
Marvel Super Hero Squad: Comic Combat,X360,Action,THQ,0.14,15-Nov-11,,,tbd,,THQ
Driver: San Francisco,Wii,Racing,Ubisoft,0.14,6-Sep-11,64.0,7.0,5.8,8.0,Ubisoft Reflections
The Cursed Crusade,PS3,Action,DTP Entertainment,0.14,25-Oct-11,45.0,17.0,5,18.0,Kylotonn
Warriors Orochi 3,X360,Action,Ubisoft Annecy,0.14,27-Mar-12,71.0,9.0,8.2,14.0,Omega Force
MLB 11: The Show,PSP,Sports,Sony Computer Entertainment,0.13,8-Mar-11,77.0,9.0,tbd,,SCEA San Diego Studios
Marvel Super Hero Squad: Comic Combat,PS3,Action,THQ,0.13,15-Nov-11,,,tbd,,THQ
Cabela's Survival: Shadows of Katmai,PS3,Sports,Activision,0.13,1-Nov-11,,,7.4,5.0,Activision
Sengoku Basara 3 Utage,Wii,Action,Capcom,0.13,,,,,,
The Adventures of Tintin: The Game,3DS,Action,Ubisoft,0.13,6-Dec-11,56.0,8.0,5.1,8.0,Ubisoft Montpellier
Top Spin 4,Wii,Sports,Take-Two Interactive,0.12,15-Mar-11,54.0,8.0,7.4,7.0,2K Games
Virtua Tennis 4,Wii,Sports,Sega,0.12,10-May-11,65.0,15.0,tbd,,Sega
The Cursed Crusade,X360,Action,DTP Entertainment,0.12,25-Oct-11,39.0,27.0,3.3,22.0,Kylotonn
F1 2011,3DS,Racing,Codemasters,0.12,6-Dec-11,59.0,15.0,6.6,12.0,Codemasters
Kamen Rider: Climax Heroes Fourze,Wii,Fighting,Namco Bandai Games,0.12,,,,,,
NCIS,Wii,Adventure,Ubisoft,0.12,1-Nov-11,,,tbd,,Ubisoft
Family Game Night 4: The Game Show,Wii,Misc,Electronic Arts,0.12,1-Nov-11,,,tbd,,Electronic Arts
BlazBlue: Continuum Shift II,PSP,Fighting,PQube,0.12,31-May-11,77.0,8.0,8,6.0,Arc System Works
NCIS,X360,Adventure,Ubisoft,0.11,1-Nov-11,35.0,11.0,3.8,6.0,Ubisoft
Nicktoons MLB,Wii,Sports,Take-Two Interactive,0.11,13-Sep-11,,,tbd,,High Voltage Software
Fit in Six,PS3,Sports,Ubisoft,0.11,15-Mar-11,,,7.3,9.0,Blue Byte
Arcana Heart 3,PS3,Fighting,PQube,0.11,19-Apr-11,73.0,10.0,7.7,24.0,Examu
Ben 10 Galactic Racing,Wii,Racing,D3Publisher,0.11,18-Oct-11,,,tbd,,Monkey Bar Games
Deepak Chopra's Leela,Wii,Misc,THQ,0.11,8-Nov-11,,,tbd,,Curious Pictures
DreamWorks Super Star Kartz,Wii,Racing,Activision,0.11,15-Nov-11,,,tbd,,Activision
MotionSports: Adrenaline,PS3,Sports,Ubisoft,0.1,1-Nov-11,,,tbd,,Ubisoft Vancouver
Metal Gear Solid HD Edition,PS3,Action,Konami Digital Entertainment,0.1,,,,,,
Lord of Apocalypse,PSV,Role-Playing,Square Enix,0.1,,,,,,
Nascar Unleashed,X360,Racing,Activision,0.1,1-Nov-11,,,tbd,,
The Price is Right: Decades,Wii,Misc,Ubisoft,0.1,18-Oct-11,,,tbd,,Ludia Inc.
NCIS,PS3,Adventure,Ubisoft,0.1,1-Nov-11,50.0,4.0,4,4.0,Ubisoft
Lord of Apocalypse,PSP,Role-Playing,Square Enix,0.1,,,,,,
Brunswick Pro Bowling,3DS,Sports,Crave Entertainment,0.1,27-Sep-11,,,tbd,,Crave
Fit in Six,Wii,Sports,Ubisoft,0.1,15-Mar-11,,,tbd,,Blue Byte
Karaoke Revolution Glee: Volume 3,X360,Misc,Konami Digital Entertainment,0.1,22-Nov-11,,,tbd,,Hijinx Studios
Jaws: Ultimate Predator,3DS,Action,Majesco Entertainment,0.1,1-Dec-11,,,tbd,,"n-Space, MicroProse"
Get Up and Dance,Wii,Misc,O-Games,0.09,22-Nov-11,,,tbd,,Crave
Happy Feet Two,3DS,Adventure,Warner Bros. Interactive Entertainment,0.09,,,,,,
F1 2011,PSV,Racing,Codemasters,0.09,15-Feb-12,66.0,27.0,6.1,17.0,Codemasters
Spider-Man: Edge of Time,3DS,Action,Activision,0.09,4-Oct-11,50.0,7.0,5.7,9.0,Beenox
Nicktoons MLB,X360,Sports,Take-Two Interactive,0.09,13-Sep-11,,,tbd,,High Voltage Software
BlazBlue: Continuum Shift II,3DS,Fighting,PQube,0.09,31-May-11,64.0,14.0,6.4,16.0,Arc System Works
Cars 2,PSP,Platform,Disney Interactive Studios,0.09,,,,,,
DreamWorks Super Star Kartz,PS3,Racing,Activision,0.09,15-Nov-11,,,tbd,,Activision
DreamWorks Super Star Kartz,3DS,Racing,Activision,0.09,15-Nov-11,,,tbd,,Activision
Heavy Fire: Afghanistan,Wii,Shooter,Mastiff,0.09,18-Nov-11,,,tbd,,
The Price is Right: Decades,X360,Misc,Ubisoft,0.09,15-Nov-11,,,tbd,,Ludia Inc.
JASF: Jane's Advanced Strike Fighters,PS3,Simulation,Deep Silver,0.09,15-Nov-11,41.0,7.0,3.1,7.0,Trickstar Games
Man vs. Wild,X360,Adventure,Crave Entertainment,0.09,26-Apr-11,,,4.7,7.0,Scientifically Proven
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,Action,THQ,0.09,,,,,,
Alvin and the Chipmunks: Chipwrecked,X360,Misc,505 Games,0.08,15-Nov-11,,,1.8,4.0,Behaviour Interactive
X-Men: Destiny,Wii,Action,Activision,0.08,27-Sep-11,36.0,10.0,4.7,14.0,Silicon Knights
My Fitness Coach: Club,PS3,Sports,Ubisoft,0.08,,,,,,
Nascar Unleashed,PS3,Racing,Activision,0.08,1-Nov-11,,,tbd,,
Alvin and the Chipmunks: Chipwrecked,Wii,Misc,505 Games,0.08,15-Nov-11,,,tbd,,Behaviour Interactive
Steins;Gate: Hiyoku Renri no Darling,X360,Adventure,5pb,0.08,,,,,,
Bodycount,PS3,Shooter,Codemasters,0.08,30-Aug-11,50.0,40.0,3.6,23.0,Guildford Studio
Rock Band Country Track Pack 2,Wii,Misc,MTV Games,0.08,1-Feb-11,,,tbd,,Electronic Arts
Bodycount,X360,Shooter,Codemasters,0.08,30-Aug-11,53.0,61.0,4.6,63.0,Guildford Studio
Spider-Man: Edge of Time,Wii,Action,Activision,0.08,4-Oct-11,62.0,9.0,3,4.0,Beenox
Supremacy MMA,PS3,Fighting,505 Games,0.08,20-Sep-11,47.0,17.0,tbd,,Kung Fu Factory
Ben 10 Galactic Racing,X360,Racing,D3Publisher,0.07,18-Oct-11,,,tbd,,Monkey Bar Games
Jaws: Ultimate Predator,Wii,Action,Majesco Entertainment,0.07,6-Dec-11,,,6.3,4.0,Tectonic Studios
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,Action,THQ,0.07,11-Oct-11,54.0,4.0,tbd,,THQ
Cartoon Network: Punch Time Explosion XL,Wii,Fighting,Crave Entertainment,0.07,,,,,,
Dance on Broadway,PS3,Misc,Ubisoft,0.07,17-Mar-11,,,tbd,,Longtail Studios
Pinball Hall of Fame: The Williams Collection,3DS,Misc,Crave Entertainment,0.07,23-Sep-11,67.0,5.0,7.3,7.0,Crave
Generator Rex: Agent of Providence,3DS,Action,Activision,0.07,1-Nov-11,,,tbd,,Virtuos
Man vs. Wild,Wii,Adventure,Crave Entertainment,0.07,26-Apr-11,,,tbd,,Scientifically Proven
Winter Stars,X360,Sports,Deep Silver,0.07,15-Nov-11,46.0,9.0,tbd,,49Games
Family Game Night 4: The Game Show,PS3,Misc,Electronic Arts,0.07,1-Nov-11,,,tbd,,Electronic Arts
Ben 10 Galactic Racing,PS3,Racing,D3Publisher,0.07,18-Oct-11,,,tbd,,Monkey Bar Games
Pro Yakyuu Spirits 2011,3DS,Sports,Konami Digital Entertainment,0.07,,,,,,
Champion Jockey: G1 Jockey & Gallop Racer,Wii,Sports,Tecmo Koei,0.07,,,,,,
JASF: Jane's Advanced Strike Fighters,X360,Simulation,Deep Silver,0.07,18-Oct-11,45.0,5.0,4.3,6.0,Trickstar Games
Ben 10 Galactic Racing,3DS,Racing,D3Publisher,0.07,25-Oct-11,,,tbd,,Monkey Bar Games
Deepak Chopra's Leela,X360,Misc,THQ,0.07,8-Nov-11,,,tbd,,Curious Pictures
WRC 2: FIA World Rally Championship,X360,Racing,Ubisoft,0.07,,,,,,
Supremacy MMA,X360,Fighting,505 Games,0.07,20-Sep-11,49.0,17.0,4.8,8.0,Kung Fu Factory
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,Action,THQ,0.06,,,,,,
Generator Rex: Agent of Providence,Wii,Action,Activision,0.06,1-Nov-11,,,tbd,,Activision
Knights Contract,X360,Action,Namco Bandai Games,0.06,22-Feb-11,49.0,41.0,4.8,11.0,Game Republic
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,Action,THQ,0.06,,,,,,
Winter Stars,Wii,Sports,Deep Silver,0.06,18-Nov-11,,,tbd,,49Games
Jimmie Johnson's Anything With an Engine,X360,Racing,Konami Digital Entertainment,0.06,1-Nov-11,65.0,5.0,8.6,7.0,Isopod Labs
Back to the Future: The Game,PS3,Adventure,Telltale Games,0.06,25-Oct-11,66.0,5.0,6.7,24.0,Telltale Games
Knights Contract,PS3,Action,Namco Bandai Games,0.06,22-Feb-11,51.0,37.0,5.5,4.0,Game Republic
Cartoon Network: Punch Time Explosion XL,PS3,Fighting,Crave Entertainment,0.06,,,,,,
Winter Sports 2011,Wii,Sports,DTP Entertainment,0.06,Canceled,,,,,DTP Entertainment
Rock Band Country Track Pack 2,PS3,Misc,MTV Games,0.06,1-Feb-11,,,tbd,,Electronic Arts
Jimmie Johnson's Anything With an Engine,Wii,Racing,Konami Digital Entertainment,0.06,15-Nov-11,,,tbd,,Isopod Labs
Cartoon Network: Punch Time Explosion XL,X360,Fighting,Crave Entertainment,0.06,,,,,,
Jimmie Johnson's Anything With an Engine,PS3,Racing,Konami Digital Entertainment,0.05,1-Nov-11,67.0,5.0,6.8,4.0,Isopod Labs
Kamen Rider: Climax Heroes Fourze,PSP,Fighting,Namco Bandai Games,0.05,,,,,,
Michael Jackson: The Experience,PSV,Misc,Ubisoft,0.05,15-Feb-12,57.0,27.0,4.7,15.0,Ubisoft
Generator Rex: Agent of Providence,X360,Action,Activision,0.05,1-Nov-11,,,4.5,4.0,Virtuos
WSC Real 11: World Snooker Championship,PS3,Sports,Koch Media,0.05,,,,,,
Family Game Night 4: The Game Show,X360,Misc,Electronic Arts,0.05,1-Nov-11,,,tbd,,Electronic Arts
Generator Rex: Agent of Providence,PS3,Action,Activision,0.05,1-Nov-11,,,tbd,,Activision
DreamWorks Super Star Kartz,X360,Racing,Activision,0.05,15-Nov-11,,,tbd,,Activision
Mayhem 3D,X360,Racing,Evolved Games,0.05,25-Mar-11,47.0,4.0,8.1,7.0,Zoo Games
Champion Jockey: G1 Jockey & Gallop Racer,X360,Sports,Tecmo Koei,0.05,,,,,,
Winter Stars,PS3,Sports,Deep Silver,0.05,9-Nov-11,53.0,6.0,tbd,,49Games
Arcana Heart 3,X360,Fighting,PQube,0.04,Canceled,68.0,13.0,,,Examu
Centipede: Infestation,Wii,Shooter,Atari,0.04,25-Oct-11,,,tbd,,WayForward
Chaos;Head - Love Chu*Chu!,PSP,Adventure,5pb,0.04,,,,,,
Back to the Future: The Game,Wii,Adventure,Telltale Games,0.04,25-Oct-11,66.0,7.0,3.3,4.0,Telltale Games
My Fitness Coach: Club,Wii,Sports,Ubisoft,0.04,,,,,,
