nome,plataforma,genero,editora,vendas,lancamento,avaliacao-criticos,numero-criticos,avaliacao-usuarios,numero-usuarios,fabricante
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,Action,Sega,0.06,,,,,,
Green Day: Rock Band,PS3,Misc,MTV Games,0.36,8-Jun-10,76.0,41.0,6.1,18.0,"Harmonix Music Systems, Demiurge Studios"
Puyo Puyo 7,PSP,Puzzle,Sega,0.03,,,,,,
Peter Jackson's King Kong: The Official Game of the Movie,PSP,Action,Ubisoft,0.18,20-Dec-05,56.0,10.0,6.2,20.0,Phoenix Games Studio
Hakuouki: Junsouroku,PS3,Adventure,Idea Factory,0.03,,,,,,
Chuugen no Hasha: Sangoku Shouseiden,PSP,Strategy,Namco Bandai Games,0.02,,,,,,
Battlefield 3,X360,Shooter,Electronic Arts,7.11,25-Oct-11,84.0,57.0,7.4,2054.0,EA DICE
Call of Duty 3,X360,Shooter,Activision,2.64,7-Nov-06,82.0,71.0,6.5,167.0,Treyarch
Kung Fu Rider,PS3,Action,Sony Computer Entertainment,0.18,7-Sep-10,36.0,45.0,3.2,16.0,SCE Japan Studio
Killzone 2,PS3,Shooter,Sony Computer Entertainment,2.95,27-Feb-09,91.0,94.0,8.1,1293.0,Guerrilla
Yakuza,PS3,Adventure,Sega,0.11,,,,,,
Legend of the Guardians: The Owls of Ga'Hoole,PS3,Action,Warner Bros. Interactive Entertainment,0.04,14-Sep-10,62.0,9.0,tbd,,Krome Studios
Puyo Pop Fever,PSP,Puzzle,Ignition Entertainment,0.04,,68.0,9.0,,,Sonic Team
Shinseiki Evangelion: Battle Orchestra Portable,PSP,Fighting,Broccoli,0.01,,,,,,
Guitar Hero: Van Halen,PS3,Misc,Activision,0.23,22-Dec-09,59.0,33.0,4.7,9.0,Neversoft Entertainment
MonHun Nikki: Poka Poka Ailu Mura,PSP,Role-Playing,Capcom,0.6,,,,,,
TimeShift,PS3,Shooter,Vivendi Games,0.15,19-Nov-07,70.0,16.0,6.9,19.0,Saber Interactive
Pro Angler Moves,PS3,Sports,"Interworks Unlimited, Inc.",0.01,3-Apr-12,,,tbd,,"Interworks Unlimited, Inc."
Jaws: Ultimate Predator,Wii,Action,Majesco Entertainment,0.07,6-Dec-11,,,6.3,4.0,Tectonic Studios
Dragon Quest Monsters: Terry's Wonderland 3D,3DS,Action,Square Enix,0.96,,,,,,
Thrillville: Off the Rails,X360,Strategy,LucasArts,0.14,9-Oct-07,73.0,24.0,7.4,10.0,Frontier Developments
Tiger Woods PGA Tour 09,PSP,Sports,Electronic Arts,0.35,26-Aug-08,53.0,4.0,5.5,6.0,EA Tiburon
Bubble Bobble Evolution,PSP,Puzzle,Rising Star Games,0.03,19-Dec-06,47.0,5.0,tbd,,Opus
Family Game Night 4: The Game Show,X360,Misc,Electronic Arts,0.05,1-Nov-11,,,tbd,,Electronic Arts
NASCAR The Game: Inside Line,PS3,Action,Activision,0.05,6-Nov-12,76.0,4.0,4.8,11.0,Eutechnyx
Rock Band 2,PS3,Misc,MTV Games,1.44,19-Oct-08,91.0,24.0,7.8,72.0,Harmonix Music Systems
Naruto: Ultimate Ninja Storm,PS3,Fighting,Namco Bandai Games,1.02,4-Nov-08,75.0,32.0,8.6,64.0,CyberConnect2
Mahjong * Dream C Club,PS3,Action,D3Publisher,0.04,,,,,,
Namco Museum Battle Collection,PSP,Misc,Sony Computer Entertainment,1.06,23-Aug-05,73.0,28.0,7.4,8.0,TOSE
Mist of Chaos,PS3,Action,Idea Factory,0.01,,,,,,
Tom Clancy's Ghost Recon: Future Soldier,PS3,Shooter,Ubisoft,0.84,22-May-12,79.0,18.0,6.8,139.0,Ubisoft Paris
Baseball Blast!,Wii,Sports,Take-Two Interactive,0.14,25-Sep-09,,,8,4.0,WayForward
Monster Hunter Frontier Online,PS3,Role-Playing,,0.03,,,,,,
Kiniro no Corda 3,PSP,Adventure,Tecmo Koei,0.06,,,,,,
Ketsui: Kizuna Jigoku Tachi Extra,X360,Shooter,5pb,0.02,,,,,,
"Koori no Bohyou: Ichiryuuwa, 3-dome no Junan",PSP,Strategy,Nippon Ichi Software,0.01,,,,,,
Child of Eden,PS3,Shooter,Ubisoft,0.17,27-Sep-11,81.0,21.0,8.3,16.0,Q Entertainment
Wheel of Fortune,Wii,Misc,THQ,0.89,2-Nov-10,,,tbd,,THQ
Sega Superstars Tennis,X360,Sports,Sega,2.87,18-Mar-08,67.0,45.0,6.4,13.0,Sumo Digital
Toushin Toshi,3DS,Role-Playing,imageepoch Inc.,0.02,,,,,,
ToraDora Portable!,PSP,Adventure,Namco Bandai Games,0.08,,,,,,
The Idolmaster: Gravure For You! Vol.9,PS3,Action,Namco Bandai Games,0.02,,,,,,
Etrian Odyssey: Millennium Girl,3DS,Role-Playing,Atlus,0.2,,,,,,
Silent Hill: Book of Memories,PSV,Action,Konami Digital Entertainment,0.11,16-Oct-12,58.0,57.0,5.4,75.0,WayForward
Who Wants to Be A Millionaire?,X360,Misc,Ubisoft,0.07,1-Nov-11,,,tbd,,Ubisoft
Jimmie Johnson's Anything With an Engine,X360,Racing,Konami Digital Entertainment,0.06,1-Nov-11,65.0,5.0,8.6,7.0,Isopod Labs
Samurai Warriors: Katana,Wii,Action,Tecmo Koei,0.15,16-Jan-08,53.0,30.0,6.2,5.0,"Koei, Omega Force"
Dragon's Crown,PSV,Role-Playing,Nippon Ichi Software,0.25,6-Aug-13,78.0,14.0,9.1,113.0,Vanillaware
Silent Hill: Downpour,PS3,Adventure,Konami Digital Entertainment,0.36,13-Mar-12,64.0,41.0,7.1,196.0,Vatra
Dynasty Warriors: Strikeforce,PS3,Action,Tecmo Koei,0.27,16-Feb-10,64.0,27.0,7.1,14.0,Omega Force
Diner Dash: Sizzle & Serve,PSP,Puzzle,Eidos Interactive,0.12,,,,,,
Super Monkey Ball 3D,3DS,Action,Sega,0.45,27-Mar-11,55.0,57.0,5,21.0,Sega
Tomb Raider: Anniversary,PSP,Action,Eidos Interactive,0.54,9-Aug-07,78.0,32.0,8.2,16.0,Crystal Dynamics
LittleBigPlanet,PS3,Platform,Sony Computer Entertainment,5.4,27-Oct-08,95.0,85.0,6.7,4978.0,"Media Molecule, SCE/WWS"
Star Wars: The Force Unleashed,PSP,Action,LucasArts,1.03,16-Sep-08,70.0,10.0,8.7,33.0,Krome Studios
Time Travelers,3DS,Adventure,Unknown,0.04,,,,,,
The Lord of the Rings: War in the North,PS3,Action,Warner Bros. Interactive Entertainment,0.67,1-Nov-11,63.0,33.0,6.8,73.0,Snowblind Studios
Football Manager Handheld 2011,PSP,Sports,Sega,0.41,6-Dec-10,77.0,5.0,tbd,,Sports Interactive
Six Flags Fun Park,Wii,Misc,Ubisoft,0.4,3-Mar-09,43.0,7.0,7.1,7.0,7 Studios
Zumba Fitness,X360,Sports,505 Games,2.18,18-Nov-10,42.0,10.0,6,13.0,"Pipeworks Software, Inc."
Dead Rising 3,XOne,Action,Microsoft Game Studios,0.84,22-Nov-13,78.0,65.0,6.6,526.0,Capcom Vancouver
Phantom Brave: The Hermuda Triangle,PSP,Role-Playing,Nippon Ichi Software,0.06,8-Mar-11,65.0,16.0,6.8,9.0,Nippon Ichi Software
NCAA Football 09,X360,Sports,Electronic Arts,0.69,15-Jul-08,83.0,24.0,7.7,26.0,EA Tiburon
Super Swing Golf,Wii,Sports,Nintendo,0.21,12-Dec-06,72.0,44.0,7.8,15.0,"Ntreev Soft, Tecmo"
Tales of Xillia 2,PS3,Role-Playing,Namco Bandai Games,0.45,TBA 2014,,,,,Bandai Namco Games
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,Adventure,Prototype,0.03,,,,,,
Phi Brain: Kizuna no Puzzle,PSP,Action,Arc System Works,0.01,,,,,,
Phantom Brave: We Meet Again,Wii,Role-Playing,Nippon Ichi Software,0.13,14-Aug-09,76.0,12.0,7.1,14.0,Nippon Ichi Software
Zumba Fitness,PS3,Sports,505 Games,0.49,18-Nov-10,,,tbd,,"Pipeworks Software, Inc."
Pacific Liberator,Wii,Action,Zoo Games,0.03,,,,,,
Two Worlds II,X360,Role-Playing,Unknown,0.5,25-Jan-11,67.0,50.0,6.6,121.0,Reality Pump
Pro Evolution Soccer 2008,Wii,Sports,Konami Digital Entertainment,1.19,18-Mar-08,83.0,19.0,8.5,42.0,Konami
New Class of Heroes Mono: Toki no Gakuen,PSP,Action,Acquire,0.09,,,,,,
Tomb Raider: Underworld,Wii,Adventure,Eidos Interactive,0.43,18-Nov-08,70.0,12.0,6.5,14.0,Crystal Dynamics
The Fast and the Furious,PSP,Racing,Deep Silver,0.02,24-Apr-07,58.0,7.0,5.4,5.0,Eutechnyx
Two Worlds,X360,Role-Playing,SouthPeak Games,0.69,23-Aug-07,50.0,44.0,5.6,162.0,Reality Pump
Need for Speed: The Run,X360,Racing,Electronic Arts,1.27,15-Nov-11,68.0,65.0,6,140.0,Black Box
Toaru Majutsu no Kagaku no Ensemble,PSP,Adventure,Namco Bandai Games,0.03,,,,,,
Vitamin X: Detective B6,PSP,Adventure,D3Publisher,0.02,,,,,,
Littlest Pet Shop,Wii,Simulation,Electronic Arts,0.38,14-Oct-08,,,tbd,,EA Salt Lake
Earthpedia,3DS,Misc,Gakken Kyouiku Shuppan,0.01,,,,,,
Offshore Tycoon,Wii,Strategy,Unknown,0.01,31-Mar-09,,,tbd,,Cyber Planet
Pheasants Forever Wingshooter,Wii,Shooter,Unknown,0.04,,,,,,
Forza Motorsport 5,XOne,Racing,Microsoft Game Studios,1.01,22-Nov-13,80.0,73.0,5.4,662.0,Turn 10
SBK X: Superbike World Championship,PS3,Racing,Black Bean Games,0.19,7-Dec-10,73.0,5.0,tbd,,Milestone S.r.l
Rapala Pro Bass Fishing 2010,Wii,Sports,Activision,0.22,28-Sep-10,,,tbd,,FUN Labs
Bodycount,PS3,Shooter,Codemasters,0.08,30-Aug-11,50.0,40.0,3.6,23.0,Guildford Studio
Disgaea 4: A Promise Unforgotten,PS3,Role-Playing,Nippon Ichi Software,0.51,6-Sep-11,80.0,39.0,7.5,107.0,Nippon Ichi Software
Naruto Shippuden: Kizuna Drive,PSP,Action,Namco Bandai Games,0.11,22-Mar-11,57.0,22.0,4,5.0,Premium Agency
Rock Blast,Wii,Puzzle,UFO Interactive,0.02,9-Feb-10,,,tbd,,UFO Interactive
SingStar Abba,PS3,Misc,Sony Computer Entertainment,0.88,2-Dec-08,70.0,26.0,5.5,4.0,SCEE London Studio
Hokuto no Ken: Raoh Gaiden - Ten no Haoh,PSP,Action,Interchannel,0.01,,,,,,
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,Adventure,Nippon Ichi Software,0.04,,,,,,
Pro Yakyuu Spirits 2011,PS3,Sports,Konami Digital Entertainment,0.18,,,,,,
Spy Fox in Dry Cereal,Wii,Adventure,Majesco Entertainment,0.06,29-Aug-08,,,tbd,,Humongous Entertainment
NHL Slapshot,Wii,Sports,Unknown,0.4,7-Sep-10,76.0,25.0,8.3,4.0,EA Sports
Avatar: The Last Airbender - Into the Inferno,Wii,Adventure,THQ,0.19,,,,,,
Nikoli's Pencil Puzzle,3DS,Puzzle,Hudson Soft,0.05,25-Oct-11,61.0,7.0,tbd,,Hudson
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,Role-Playing,Atlus,0.26,,,,,,
Tales of Phantasia: Narikiri Dungeon X,PSP,Role-Playing,Namco Bandai Games,0.21,,,,,,
Michael Phelps: Push the Limit,X360,Sports,505 Games,0.09,11-Oct-11,48.0,10.0,2.8,4.0,Blitz Games
Speed Zone,Wii,Racing,Bethesda Softworks,0.07,18-Aug-09,37.0,14.0,3.7,10.0,Awesome Play Ltd.
Vertigo,Wii,Strategy,Playlogic Game Factory,0.05,16-Jun-09,66.0,4.0,tbd,,Icon Games
WWE '13,PS3,Action,THQ,1.16,30-Oct-12,76.0,24.0,8.2,64.0,THQ
Wanted: Weapons of Fate,X360,Shooter,Warner Bros. Interactive Entertainment,0.35,24-Mar-09,62.0,61.0,7.7,21.0,GRIN
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",PSP,Adventure,Idea Factory,0.02,,,,,,
PopStar Guitar,Wii,Misc,Midway Games,0.04,28-Oct-08,,,tbd,,XS Games
Ys I & II Chronicles,PSP,Role-Playing,Falcom Corporation,0.07,,,,,,
Karaoke Revolution Glee: Volume 3,X360,Misc,Konami Digital Entertainment,0.1,22-Nov-11,,,tbd,,Hijinx Studios
Band Hero,Wii,Misc,Activision,0.93,3-Nov-09,79.0,20.0,7.3,12.0,Vicarious Visions
MLB 13: The Show,PSV,Sports,Sony Computer Entertainment,0.08,5-Mar-13,75.0,7.0,7.3,17.0,SCEA
Kung Fu Panda,Wii,Platform,Activision,0.9,3-Jun-08,70.0,20.0,6.8,4.0,Xpec
My Fitness Coach: Club,PS3,Sports,Ubisoft,0.08,,,,,,
World Championship Poker featuring Howard Lederer: All In,Wii,Misc,505 Games,0.02,29-May-07,,,tbd,,Point of View
Tom Clancy's Ghost Recon: Future Soldier,X360,Shooter,Ubisoft,1.38,22-May-12,79.0,75.0,7.2,299.0,Ubisoft Paris
NBA Street Homecourt,X360,Sports,Electronic Arts,0.48,20-Feb-07,80.0,42.0,8.3,26.0,EA Canada
Sniper: Ghost Warrior,PS3,Shooter,City Interactive,0.66,29-Jun-11,53.0,17.0,6,22.0,City Interactive
Tony Hawk: Shred,X360,Sports,Activision,0.24,26-Oct-10,53.0,10.0,6.2,9.0,Robomodo
The Croods: Prehistoric Party!,Wii,Misc,D3Publisher,0.01,,,,,,
King's Field: Additional I,PSP,Role-Playing,From Software,0.01,,,,,,
Sengoku Basara 3 Utage,Wii,Action,Capcom,0.13,,,,,,
Puzzler Brain Games,Wii,Misc,Namco Bandai Games,0.63,,,,,,
ESPN: Sports Connection,WiiU,Sports,Ubisoft,0.16,13-Nov-12,31.0,13.0,2.4,15.0,Ubisoft
Cloudy With a Chance of Meatballs,PS3,Adventure,Ubisoft,0.09,18-Sep-09,66.0,9.0,6,5.0,Ubisoft Shanghai
The Amazing Spider-Man (Console Version),Wii,Action,Activision,0.12,,,,,,
Samurai Warriors Chronicles,3DS,Action,Tecmo Koei,0.36,27-Mar-11,61.0,30.0,7.6,30.0,Omega Force
Operation Darkness,X360,Role-Playing,Success,0.06,24-Jun-08,46.0,22.0,7.1,15.0,Success
Sesame Street: Elmo's A-to-Zoo Adventure,Wii,Misc,Warner Bros. Interactive Entertainment,0.33,16-Nov-10,,,tbd,,Black Lantern Studios
Ratchet & Clank Future: A Crack in Time,PS3,Platform,Sony Computer Entertainment,1.76,,,,,,
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,Strategy,Nippon Ichi Software,0.03,,,,,,
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,Role-Playing,Nintendo,0.03,,,,,,
Disney Infinity,X360,Action,Disney Interactive Studios,0.94,18-Aug-13,74.0,38.0,6.7,65.0,Avalanche Software
ModNation Racers,PSP,Racing,Sony Computer Entertainment,0.47,25-May-10,73.0,22.0,7.7,20.0,SCEA San Diego Studios
Paws & Claws: Pet Resort,Wii,Simulation,THQ,0.11,,,,,,
Disney Sing It,PS3,Misc,Disney Interactive Studios,0.31,21-Oct-08,54.0,11.0,3.5,6.0,Zoe Mode
Musou Orochi Z,PS3,Action,Tecmo Koei,0.23,,,,,,
METRO 2033,X360,Shooter,THQ,0.5,16-Mar-10,77.0,83.0,8,295.0,4A Games
AMF Bowling World Lanes,Wii,Sports,Bethesda Softworks,0.35,25-Nov-08,,,1.2,9.0,Vir2L Studios
Transformers: Revenge of the Fallen,PSP,Action,Activision,0.36,23-Jun-09,37.0,6.0,5.8,11.0,Savage Entertainment
Dead or Alive 5,X360,Fighting,Ubisoft Annecy,0.23,25-Sep-12,76.0,39.0,7.7,82.0,Team Ninja
God of War: Ascension,PS3,Action,Sony Computer Entertainment,1.72,12-Mar-13,80.0,89.0,7.5,698.0,SCE Santa Monica
Monopoly Streets,X360,Misc,Electronic Arts,0.25,26-Oct-10,66.0,18.0,6.6,13.0,Electronic Arts
Kirby's Return to Dreamland,Wii,Platform,Nintendo,1.6,24-Oct-11,77.0,49.0,8.2,108.0,HAL Labs
Winx Club: Join the Club,PSP,Platform,Konami Digital Entertainment,0.01,7-May-07,30.0,6.0,2.4,8.0,n-Space
Dreamworks Madagascar Kartz,Wii,Racing,Activision,0.47,27-Oct-09,,,tbd,,Activision
Turning Point: Fall of Liberty,PS3,Shooter,Codemasters,0.23,26-Feb-08,42.0,28.0,5.5,30.0,Spark Unlimited
Major League Baseball 2K8,PSP,Sports,Unknown,0.03,3-Mar-08,63.0,5.0,tbd,,Kush Games
Akai Katana Shin,X360,Shooter,Cave,0.04,15-May-12,75.0,17.0,8,21.0,Cave
EA Replay,PSP,Action,Electronic Arts,0.08,14-Nov-06,56.0,19.0,tbd,,Team Fusion
Racquet Sports,PS3,Sports,Ubisoft,0.3,14-Sep-10,45.0,17.0,4.6,7.0,Asobo Studio
Attack of the Movies 3D,X360,Shooter,Majesco Entertainment,0.04,18-May-10,38.0,8.0,0.8,9.0,Panic Button
Siren: Blood Curse,PS3,Adventure,Sony Computer Entertainment,0.25,24-Jul-08,78.0,42.0,8.1,55.0,SCE Japan Studio
PlayStation All-Stars Battle Royale,PS3,Action,Sony Computer Entertainment,0.73,20-Nov-12,74.0,69.0,7.5,430.0,SuperBot Entertainment
Battlefield: Bad Company 2,X360,Shooter,Electronic Arts,3.37,2-Mar-10,88.0,75.0,8.7,789.0,EA DICE
Metal Gear Solid: Digital Graphic Novel,PSP,Misc,Konami Digital Entertainment,0.04,13-Jun-06,78.0,22.0,6.8,13.0,Kojima Productions
Disney Sing It,Wii,Misc,Disney Interactive Studios,1.17,21-Oct-08,,,tbd,,Zoe Mode
Mahjong Cub3D,3DS,Puzzle,Sunsoft,0.07,11-Oct-11,67.0,11.0,5.3,4.0,SunSoft
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,Role-Playing,Namco Bandai Games,0.05,,,,,,
IL-2 Sturmovik: Birds of Prey,X360,Simulation,505 Games,0.49,8-Sep-09,80.0,43.0,8.4,17.0,Gaijin Entertainment
Skylanders: Spyro's Adventure,PS3,Action,Activision,0.76,16-Oct-11,77.0,18.0,5.3,31.0,Toys for Bob
Deadliest Catch: Sea of Chaos,Wii,Sports,Crave Entertainment,0.11,29-Nov-10,,,tbd,,Crave
Titanic Mystery,Wii,Puzzle,O-Games,0.01,3-Apr-12,,,tbd,,PlayV
Kung Fu Panda,PS3,Platform,Activision,0.49,3-Jun-08,76.0,23.0,7.1,13.0,"Luxoflux, Inc."
LEGO The Lord of the Rings,PSV,Action,Warner Bros. Interactive Entertainment,0.18,30-Oct-12,54.0,8.0,4.9,21.0,TT Games
PDC World Championship Darts: Pro Tour,X360,Sports,O-Games,0.01,,,,,,
Metal Gear Solid: Peace Walker HD Edition,X360,Action,Konami Digital Entertainment,0.01,28-Aug-12,,,7.9,10.0,"Kojima Productions, Genki"
Dante's Inferno,PS3,Action,Electronic Arts,1.01,9-Feb-10,75.0,69.0,7.3,190.0,Visceral Games
Cabela's Outdoor Adventures (2009),Wii,Sports,Activision Value,0.3,9-Sep-09,,,7.8,4.0,FUN Labs
PopCap Hits! Vol 2,X360,Misc,Mastertronic,0.02,,,,,,
Game Party in Motion,X360,Misc,Warner Bros. Interactive Entertainment,0.5,18-Nov-10,33.0,6.0,2.9,8.0,Farsight Studios
Tiger Woods PGA Tour 09,X360,Sports,Electronic Arts,0.64,26-Aug-08,84.0,41.0,8.2,26.0,EA Tiburon
The Monkey King: The Legend Begins,Wii,Shooter,Starfish,0.04,30-May-08,,,tbd,,Opera House
Tales of Eternia,PSP,Role-Playing,Ubisoft,0.26,,,,,,
Donkey Kong Jungle Beat,Wii,Platform,Nintendo,0.01,,,,,,
Enslaved: Odyssey to the West,X360,Action,Namco Bandai Games,0.51,5-Oct-10,82.0,72.0,7.9,237.0,Ninja Theory
GRID,PS3,Racing,Codemasters,1.05,3-Jun-08,87.0,39.0,8.1,81.0,Codemasters
Enslaved: Odyssey to the West,PS3,Action,Namco Bandai Games,0.5,5-Oct-10,80.0,53.0,7.5,230.0,Ninja Theory
Cars: Mater-National Championship,X360,Racing,THQ,0.14,29-Oct-07,58.0,9.0,7.4,5.0,Rainbow Studios
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,Role-Playing,Nippon Ichi Software,0.02,,,,,,
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,Adventure,ChunSoft,0.03,,,,,,
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,Fighting,Namco Bandai Games,0.04,,,,,,
Harry Potter and the Half-Blood Prince,PS3,Action,Electronic Arts,0.28,30-Jun-09,66.0,35.0,6.9,13.0,EA Bright Light
Centipede: Infestation,Wii,Shooter,Atari,0.04,25-Oct-11,,,tbd,,WayForward
[Prototype],PS3,Action,Activision,1.19,9-Jun-09,79.0,53.0,7.8,271.0,Radical Entertainment
Mary King's Riding School 2,Wii,Simulation,Midas Interactive Entertainment,0.01,,,,,,
Scooby-Doo! Who's Watching Who?,PSP,Adventure,THQ,0.07,,,,,,
Super Monkey Ball: Banana Blitz,Wii,Misc,Sega,2.19,14-Nov-06,74.0,53.0,5.9,61.0,Sega
Imagine: Party Babyz,Wii,Simulation,Ubisoft,0.36,11-Nov-08,,,7.3,12.0,Ubisoft
LEGO Harry Potter: Years 1-4,PS3,Adventure,Warner Bros. Interactive Entertainment,1.09,29-Jun-10,79.0,42.0,7.9,32.0,Traveller's Tales
Downstream Panic!,PSP,Action,Atari,0.03,,,,,,
We Ski,Wii,Sports,Namco Bandai Games,1.64,13-May-08,67.0,32.0,8.8,11.0,Bandai Namco Games
Tales of Innocence R,PSV,Role-Playing,Namco Bandai Games,0.1,,,,,,
Amnesia Later,PSP,Misc,Idea Factory,0.05,,,,,,
UFC Undisputed 2010,X360,Fighting,THQ,1.27,25-May-10,84.0,70.0,6.5,69.0,Yuke's
Dancing with the Stars: We Dance!,Wii,Misc,Activision,0.37,,,,,,
Gekka Ryouran Romance,PSP,Adventure,Idea Factory,0.02,,,,,,
Ultimate Ghosts 'n Goblins,PSP,Platform,Capcom,0.07,29-Aug-06,72.0,49.0,8.7,12.0,TOSE
Conduit 2,Wii,Shooter,Sega,0.11,19-Apr-11,64.0,51.0,7.6,53.0,High Voltage Software
King of Clubs: Mini Golf,Wii,Sports,Oxygen Interactive,0.09,,,,,,
Syphon Filter: Dark Mirror,PSP,Shooter,Sony Computer Entertainment,0.27,14-Mar-06,87.0,58.0,9.3,103.0,Sony Bend
Rock Band Country Track Pack 2,PS3,Misc,MTV Games,0.06,1-Feb-11,,,tbd,,Electronic Arts
Hayate no Gotoku! Nightmare Paradise,PSP,Adventure,Konami Digital Entertainment,0.03,,,,,,
Rock Band,Wii,Misc,MTV Games,2.06,22-Jun-08,80.0,21.0,6.1,35.0,Harmonix Music Systems
Dream C Club Zero,X360,Simulation,D3Publisher,0.03,,,,,,
Surf's Up,PSP,Sports,Ubisoft,0.11,30-May-07,,,tbd,,Ubisoft Montreal
Juiced: Eliminator,PSP,Racing,THQ,0.42,28-Jun-06,65.0,24.0,8.8,4.0,Juice Games
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,Action,Namco Bandai Games,0.03,,,,,,
Hyperdimension Neptunia,PSV,Role-Playing,Compile Heart,0.05,,,,,,
Destroy All Humans! Big Willy Unleashed,Wii,Action,THQ,0.13,,,,,,
The Idolmaster: Gravure For You! Vol. 2,PS3,Misc,Namco Bandai Games,0.05,,,,,,
Dungeon Siege III,PS3,Role-Playing,Square Enix,0.33,21-Jun-11,71.0,52.0,6,73.0,Obsidian Entertainment
Secret Agent Clank(US sales),PSP,Platform,Sony Computer Entertainment,0.52,,,,,,
Fight Night Round 3,PSP,Fighting,Electronic Arts,0.5,20-Feb-06,74.0,22.0,9,18.0,EA Chicago
Toy Story 3: The Video Game,PSP,Action,Disney Interactive Studios,0.59,,,,,,
Akatsuki no Amaneka to Aoi Kyojin,PSP,Strategy,CyberFront,0.01,,,,,,
Star Wars Battlefront II,PSP,Shooter,LucasArts,1.16,31-Oct-05,69.0,22.0,8.6,100.0,Savage Entertainment
Yu-Gi-Oh! 5D's Tag Force 6,PSP,Strategy,Konami Digital Entertainment,0.16,,,,,,
Greg Hastings Paintball 2,X360,Shooter,Majesco Entertainment,0.18,21-Sep-10,,,8.3,7.0,Super X Studios
Disney Sing It: Pop Hits,PS3,Misc,Disney Interactive Studios,0.21,6-Oct-09,,,tbd,,Zoe Mode
Virtua Tennis 3,PSP,Sports,Sega,0.03,26-Mar-07,79.0,17.0,8.4,9.0,Sumo Digital
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,Action,Namco Bandai Games,0.03,,,,,,
Suikoden: Tsumugareshi Hyakunen no Toki,PSP,Role-Playing,Konami Digital Entertainment,0.13,,,,,,
NBA 2K14,XOne,Sports,Take-Two Interactive,0.46,12-Nov-13,86.0,15.0,5.4,113.0,Visual Concepts
Rock Band,X360,Misc,Electronic Arts,2.42,20-Nov-07,92.0,72.0,8.1,163.0,Harmonix Music Systems
Sega Bass Fishing,Wii,Sports,Sega,0.47,26-Feb-08,59.0,29.0,6,7.0,Cavia Inc.
Man vs. Wild,X360,Adventure,Crave Entertainment,0.09,26-Apr-11,,,4.7,7.0,Scientifically Proven
The Last Guy,PS3,Action,Sony Computer Entertainment,0.03,28-Aug-08,77.0,33.0,7.4,19.0,SCE Japan Studio
Star Trek: Legacy,X360,Simulation,Ubisoft,0.16,14-Dec-06,64.0,41.0,5.6,41.0,Mad Doc Software
Prince of Persia: Rival Swords,PSP,Action,Ubisoft,0.1,3-Apr-07,74.0,16.0,8.7,12.0,"Pipeworks Software, Inc."
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,Action,Namco Bandai Games,0.27,,,,,,
Transformers: Revenge of the Fallen,X360,Action,Activision,0.6,23-Jun-09,61.0,65.0,7.8,26.0,"Luxoflux, Inc."
Young Justice: Legacy,PS3,Adventure,Namco Bandai Games,0.05,19-Nov-13,,,4.8,10.0,Freedom Factory Studios
Soldier of Fortune: Payback,PS3,Shooter,Activision,0.13,19-Nov-07,50.0,14.0,5,11.0,Cauldron Ltd.
Aedis Eclipse: Generation of Chaos,PSP,Role-Playing,Idea Factory,0.02,24-Apr-07,62.0,20.0,6.4,7.0,Neverland
Harry Potter and the Order of the Phoenix,Wii,Adventure,Electronic Arts,0.44,25-Jun-07,69.0,34.0,7.3,27.0,EA Games
Rayman Origins,Wii,Platform,Ubisoft,0.49,15-Nov-11,92.0,13.0,8,96.0,UBlart Montpellier
Super PickUps,Wii,Racing,XS Games,0.01,15-Sep-08,,,tbd,,Milestone
Dungeon Siege: Throne of Agony,PSP,Role-Playing,Take-Two Interactive,0.15,30-Oct-06,74.0,32.0,8.7,16.0,SuperVillain Studios
Tomb Raider (2013),XOne,Action,Square Enix,0.05,,,,,,
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,Role-Playing,Spike,0.05,,,,,,
LEGO Harry Potter: Years 1-4,PSP,Adventure,Warner Bros. Interactive Entertainment,0.65,29-Jun-10,71.0,4.0,tbd,,TT Fusion
Call of Duty: Modern Warfare 3,X360,Shooter,Activision,14.16,8-Nov-11,88.0,81.0,3.3,8457.0,"Infinity Ward, Sledgehammer Games"
Pro Yakyuu Spirits 2010,PS3,Sports,Konami Digital Entertainment,0.21,,,,,,
Backyard NFL Football '09,Wii,Sports,Atari,0.21,,,,,,
