# temperatura,vacuo,energia_knn,energia_rnn,energia_lr
13.64,44.88,466.66,466.66,467.75
15.79,58.86,456.17,455.56,459.53
25.38,71.73,434.44,434.44,438.96
13.01,41.17,467.52,469.70,470.04
8.88,41.54,484.99,484.99,476.97
22.67,62.52,449.34,449.34,446.59
15.25,46.36,461.68,461.68,464.52
17.90,48.98,454.55,453.97,459.14
33.75,64.96,428.70,428.04,426.87
27.59,54.20,443.75,443.75,440.90
31.88,70.36,438.42,438.42,428.31
24.82,66.48,433.62,433.62,441.63
22.38,49.30,445.35,446.29,451.39
32.91,73.68,429.67,430.52,425.47
9.97,41.62,464.86,464.86,475.08
22.78,58.59,445.45,445.45,447.68
8.81,44.68,479.24,479.24,476.07
28.85,71.32,435.13,435.13,433.17
15.21,35.40,468.18,468.18,468.16
14.22,45.01,462.54,465.04,466.72
25.60,66.48,436.87,438.88,440.30
17.09,42.42,464.11,464.11,462.66
10.20,40.67,482.26,482.26,475.00
7.40,41.04,477.69,477.69,479.66
13.64,34.03,469.61,469.61,471.29
15.84,41.66,465.50,465.50,465.05
22.95,70.98,438.83,438.83,443.36
23.07,65.27,443.42,443.42,445.01
25.52,63.94,440.32,440.32,441.26
23.24,68.31,440.78,440.78,443.73
32.46,74.33,427.87,427.87,426.02
8.94,41.38,479.95,479.95,476.92
17.67,45.09,457.67,457.67,460.80
23.82,44.89,445.45,445.45,450.37
19.67,60.77,444.87,444.87,452.28
26.23,59.07,441.47,442.07,441.63
10.03,43.13,475.74,476.81,474.49
7.65,41.01,475.89,475.89,479.24
27.98,67.17,440.68,440.68,436.01
13.74,43.71,465.24,465.24,467.97
17.79,43.52,457.74,460.20,461.11
7.55,42.85,484.93,484.93,478.82
19.77,54.42,458.21,458.21,454.18
24.89,66.49,436.39,436.39,441.51
4.97,38.91,489.96,489.96,484.50
14.64,39.31,462.72,462.72,467.86
28.71,71.64,434.65,433.51,433.30
25.15,68.61,443.42,439.57,440.37
24.28,71.98,432.47,432.47,440.76
30.28,74.67,428.27,428.27,429.64
13.70,43.22,466.26,467.36,468.19
28.19,62.60,449.61,449.61,437.14
24.73,71.14,438.01,436.18,440.26
30.44,68.84,435.41,433.51,431.26
7.54,38.56,486.76,486.76,480.23
24.39,70.72,436.34,436.66,440.98
14.68,58.20,458.51,458.51,461.64
10.14,42.02,472.17,472.17,474.66
7.90,40.00,474.50,474.50,479.15
6.76,39.22,487.08,487.08,481.35
23.57,66.75,439.71,439.71,443.67
27.37,76.20,434.90,435.84,434.11
18.97,50.59,459.68,459.68,456.79
13.01,41.49,466.50,466.50,469.93
6.90,39.81,481.88,481.88,480.92
27.89,68.12,435.69,435.69,435.85
21.10,62.66,451.63,448.64,449.22
23.19,49.82,443.44,445.34,449.84
29.58,76.20,433.91,433.91,430.33
27.51,73.67,431.97,431.97,434.69
28.51,74.78,434.43,434.43,432.62
24.77,57.17,442.70,442.97,444.75
27.25,50.05,439.63,439.63,442.83
17.40,43.14,457.59,457.59,461.90
25.77,63.31,439.98,439.98,441.04
26.13,71.25,430.60,430.60,437.84
30.05,73.68,434.92,434.92,430.35
34.18,78.05,432.10,432.10,421.88
15.11,43.67,467.82,467.82,465.64
12.11,41.17,476.20,472.86,471.58
22.21,69.71,440.14,440.14,445.03
25.37,59.14,437.19,437.19,443.08
16.62,52.05,457.89,457.89,460.33
6.03,41.17,488.57,488.57,481.96
29.82,69.75,442.60,442.60,432.02
31.30,70.79,428.75,428.75,429.16
24.74,59.21,440.36,440.36,444.13
18.40,50.16,453.78,453.78,457.91
8.23,40.77,480.38,480.22,478.33
24.71,60.77,442.56,442.32,443.68
30.07,70.04,426.35,426.35,431.50
7.45,39.61,478.89,478.89,480.04
14.07,40.78,456.71,456.71,468.36
8.69,41.04,478.13,478.77,477.46
23.94,51.95,451.84,451.84,447.86
13.15,42.44,469.34,469.34,469.39
22.44,63.47,444.65,444.65,446.67
24.67,68.61,450.64,450.64,441.19
7.07,37.49,481.58,481.58,481.38
14.80,44.21,464.80,465.30,465.99
22.83,41.10,449.99,449.99,453.29
10.29,40.00,476.26,476.33,475.06
22.42,59.43,440.99,440.99,448.02
21.85,63.86,445.62,445.62,447.55
10.64,39.61,477.22,476.53,474.59
8.99,39.04,483.35,483.35,477.60
32.27,71.85,429.72,429.72,427.16
27.27,67.90,437.91,436.38,436.98
15.69,44.60,462.07,462.07,464.35
27.47,69.98,431.52,433.90,435.96
6.69,36.24,483.82,483.82,482.44
11.70,43.41,467.51,467.51,471.55
25.06,65.46,443.03,443.03,441.55
25.61,60.32,443.96,443.96,442.29
21.17,59.80,450.36,448.03,450.04
22.35,65.61,448.41,448.41,446.13
17.00,45.09,458.94,458.94,461.95
27.51,63.73,440.81,440.81,437.93
21.39,62.96,452.68,452.68,448.63
26.86,72.58,431.09,432.26,436.16
22.69,59.44,446.43,446.43,447.56
25.82,69.68,439.58,439.58,438.88
26.36,54.50,451.81,451.81,442.90
9.14,42.44,480.90,479.30,476.23
26.65,73.18,434.09,433.08,436.32
29.80,64.69,437.85,437.85,433.71
23.48,65.12,445.66,445.66,444.36
21.81,65.06,447.13,447.13,447.23
15.94,41.76,462.44,462.44,464.84
9.99,41.82,475.11,476.08,474.98
15.34,36.99,464.58,464.58,467.42
26.45,75.60,436.89,436.89,435.87
16.46,61.27,452.97,454.61,457.60
7.93,42.28,484.75,484.75,478.35
7.94,43.65,480.48,481.86,477.89
21.19,42.48,469.76,469.76,455.64
20.84,65.06,445.74,445.74,448.89
17.25,43.14,461.00,461.58,462.16
14.48,40.83,469.64,469.64,467.64
26.96,73.68,429.48,429.48,435.63
6.85,37.49,483.38,483.77,481.76
12.64,41.79,469.55,470.00,470.47
17.30,58.59,454.88,454.88,457.04
26.16,59.87,446.73,446.73,441.49
25.04,70.36,435.18,436.11,439.99
27.92,74.99,436.51,435.84,433.56
26.67,59.44,441.29,441.29,440.76
24.81,59.87,444.89,444.89,443.80
16.71,42.99,465.09,465.09,463.13
23.07,65.46,446.19,446.19,444.95
18.04,44.88,461.00,459.98,460.24
17.07,41.35,464.60,464.60,463.05
25.42,67.25,439.75,438.89,440.35
9.48,40.80,478.50,477.75,476.19
11.90,39.16,477.75,477.75,472.59
9.96,41.55,471.21,475.79,475.12
27.06,64.45,441.05,441.22,438.46
10.26,39.13,478.32,476.88,475.40
31.46,71.80,430.34,432.14,428.56
28.07,66.17,443.77,443.77,436.18
22.12,60.77,443.40,444.93,448.10
14.70,40.80,472.85,472.85,467.27
26.66,70.02,439.99,439.99,437.33
11.48,37.50,472.90,472.90,473.85
23.84,49.21,446.53,446.53,448.93
21.08,52.05,453.40,453.40,452.71
25.41,66.49,449.20,449.20,440.62
28.04,70.32,432.84,433.78,434.88
21.03,59.80,450.95,448.14,450.28
24.88,52.36,452.31,452.31,446.12
26.92,64.69,437.73,440.88,438.62
23.07,57.17,442.57,444.99,447.65
18.09,43.72,453.02,453.02,460.53
21.10,49.16,442.78,442.78,453.62
9.10,39.42,471.85,471.85,477.29
22.10,58.33,441.31,441.31,448.93
21.60,43.43,446.40,446.40,454.63
21.11,69.94,441.74,442.48,446.84
29.45,68.84,435.10,434.10,432.95
24.69,59.92,442.74,442.59,443.99
21.30,66.86,450.56,450.56,447.52
18.99,44.58,460.82,460.01,458.72
4.70,39.90,487.78,487.78,484.64
7.41,40.81,488.48,488.48,479.72
10.04,39.66,480.63,480.63,475.60
13.09,41.62,466.95,468.74,469.76
5.75,42.07,485.23,485.23,482.14
20.65,48.41,447.48,449.59,454.63
8.84,42.49,482.12,479.46,476.73
18.18,67.71,449.24,449.24,452.57
13.71,45.08,468.43,468.43,467.57
24.47,75.23,441.07,441.07,439.38
24.34,70.79,433.83,433.83,441.04
27.98,67.90,437.03,435.94,435.77
15.27,41.16,466.34,465.38,466.18
30.26,76.20,435.04,435.04,429.17
15.84,52.72,464.93,464.93,461.44
26.07,69.23,436.94,436.94,438.60
19.43,52.90,457.27,457.27,455.26
27.10,73.21,431.66,432.66,435.54
13.87,38.01,467.90,468.84,469.60
26.96,72.58,429.03,429.03,435.99
30.12,69.68,435.72,434.44,431.54
15.73,38.73,459.90,463.98,466.19
7.95,41.26,480.60,480.60,478.65
3.85,35.47,489.01,488.91,487.54
21.98,55.97,449.74,448.74,449.90
13.04,40.69,472.73,470.53,470.14
10.61,41.58,465.15,465.15,474.00
25.30,49.30,436.62,436.62,446.40
22.54,63.91,446.64,446.64,446.36
16.71,40.56,467.46,467.46,463.92
3.63,38.44,487.87,487.87,486.95
12.19,40.75,470.65,472.15,471.58
13.84,42.18,466.31,467.14,468.29
12.62,40.83,472.71,471.41,470.82
13.94,41.26,466.60,467.29,468.42
29.46,71.94,430.75,432.60,431.93
14.01,45.08,464.79,464.79,467.06
11.83,44.21,463.62,463.62,471.06
14.41,43.13,467.46,467.46,467.01
17.50,42.44,466.78,466.78,461.96
10.72,39.35,480.18,480.18,474.54
17.04,40.12,458.10,458.10,463.50
26.66,73.56,433.62,433.62,436.18
5.24,38.68,486.67,486.67,484.12
8.53,40.02,476.73,476.73,478.06
31.44,64.44,438.02,438.67,430.99
10.34,41.46,479.34,476.84,474.50
26.38,59.92,444.85,444.85,441.10
24.96,77.54,437.92,437.59,437.79
24.78,58.46,442.42,442.42,444.31
20.27,56.65,454.29,454.29,452.60
22.35,58.59,446.48,446.64,448.42
26.84,70.36,442.17,442.17,436.91
12.11,41.17,476.20,472.86,471.58
24.96,60.84,442.36,442.36,443.23
8.75,36.30,458.64,464.42,478.90
11.77,42.03,472.22,472.22,471.88
28.80,70.02,436.48,435.01,433.68
8.73,39.42,474.44,474.44,477.92
23.76,58.82,444.57,444.57,445.93
13.80,44.34,467.70,467.47,467.66
7.71,40.77,482.19,482.19,479.22
15.36,40.89,464.12,464.12,466.12
27.81,64.69,437.02,437.02,437.11
24.02,77.54,438.52,438.52,439.39
30.09,76.20,434.68,434.68,429.46
20.76,51.19,449.98,450.40,453.54
30.10,47.93,438.46,438.62,438.65
25.73,62.66,442.74,442.40,441.32
25.21,64.63,446.81,444.65,441.56
18.93,48.60,452.88,452.66,457.51
28.84,75.60,442.69,442.69,431.79
32.43,68.31,439.75,439.75,428.04
25.77,58.59,447.74,443.60,442.58
18.62,44.06,452.82,452.82,459.52
6.44,39.33,489.20,486.27,481.86
5.71,45.87,480.99,481.02,480.97
28.88,54.89,438.42,438.63,438.47
8.57,41.17,484.20,484.20,477.62
7.87,41.17,486.20,486.20,478.82
19.36,68.61,447.03,446.75,450.26
10.90,40.67,482.40,482.40,473.81
21.34,48.06,448.22,449.38,453.57
16.69,53.82,458.96,458.96,459.63
25.30,71.29,435.29,434.89,439.24
27.14,63.13,443.10,442.18,438.76
15.27,56.89,456.72,456.72,461.06
14.62,42.86,465.92,466.02,466.74
26.65,58.41,442.66,442.66,441.13
28.84,75.60,442.69,442.69,431.79
12.88,43.80,468.19,468.19,469.40
5.82,40.78,470.02,470.02,482.44
13.74,44.21,466.67,466.67,467.80
8.05,40.62,477.20,477.20,478.69
15.91,44.99,459.73,459.73,463.84
12.25,41.38,472.83,471.57,471.27
20.40,57.85,452.61,450.83,451.99
27.39,66.93,441.04,441.04,437.09
27.76,65.59,440.38,438.88,436.90
24.44,47.93,445.89,445.83,448.32
9.51,43.79,481.12,481.12,475.16
22.02,46.93,451.92,451.92,452.78
12.67,41.16,466.25,469.75,470.62
27.24,66.75,433.65,433.65,437.41
28.33,68.27,434.82,435.23,435.05
9.15,41.82,477.78,477.78,476.42
15.25,39.58,465.87,465.96,466.73
6.71,39.37,487.05,487.05,481.38
16.38,47.45,450.69,450.69,462.24
32.00,71.85,427.95,427.95,427.62
22.86,62.40,445.66,445.66,446.30
7.39,39.81,484.27,483.47,480.08
11.54,40.77,474.86,474.28,472.68
9.73,40.22,475.32,476.93,475.95
12.54,41.62,461.08,461.08,470.70
12.34,40.62,472.84,472.34,471.36
29.05,71.85,428.39,428.39,432.66
31.23,72.58,431.93,431.98,428.70
22.68,70.47,439.17,439.54,443.98
9.93,40.67,475.52,476.48,475.46
22.00,59.54,445.64,446.10,448.70
18.80,44.78,459.07,459.23,458.98
29.67,71.98,425.14,425.14,431.55
30.93,70.83,440.59,440.59,429.78
25.67,68.30,435.89,435.89,439.58
13.64,43.71,466.27,467.56,468.14
25.80,65.38,450.50,450.50,440.31
14.65,39.28,465.59,466.64,467.85
34.18,67.90,425.50,425.50,425.18
17.80,62.26,452.86,452.17,454.99
19.14,56.65,458.06,458.06,454.53
26.11,73.17,434.06,433.49,437.25
14.74,43.99,461.82,461.82,466.17
5.50,39.04,485.86,486.51,483.56
25.96,68.08,435.84,435.84,439.16
27.28,47.93,438.00,438.00,443.47
9.65,41.03,481.68,481.68,475.82
29.05,65.74,443.81,438.81,434.65
23.66,69.51,435.39,435.39,442.62
27.20,49.16,439.69,440.15,443.21
30.00,61.50,438.01,438.58,434.40
6.63,39.37,489.16,489.16,481.52
24.17,59.44,447.13,447.13,445.03
8.35,42.85,482.69,481.09,477.45
11.68,40.55,474.97,474.97,472.51
9.48,44.71,478.84,478.15,474.91
10.74,40.05,477.93,477.93,474.28
8.62,39.66,480.70,479.91,478.03
24.41,52.30,448.61,447.09,446.95
14.55,40.73,468.04,467.02,467.55
31.15,69.59,431.37,431.37,429.81
16.28,42.99,464.13,464.13,463.86
25.17,64.79,444.55,442.93,441.58
25.59,61.08,445.89,444.02,442.07
5.34,39.22,472.66,472.66,483.77
12.53,42.03,469.18,469.18,470.58
10.98,37.50,472.65,473.36,474.70
23.23,64.69,446.98,445.22,444.93
28.50,64.84,441.74,441.74,435.88
4.83,38.44,489.78,488.85,484.90
8.01,40.62,476.22,476.22,478.76
27.56,68.08,433.66,434.44,436.43
25.68,70.17,433.92,433.92,438.96
9.56,44.71,487.92,487.92,474.78
24.04,59.43,442.75,443.30,445.26
15.62,40.89,465.32,465.05,465.67
26.24,49.82,452.41,452.41,444.63
7.04,41.74,488.99,488.99,480.05
18.44,39.72,460.03,460.32,461.24
24.21,70.98,441.78,441.78,441.20
5.62,43.65,483.60,483.47,481.85
10.60,40.22,477.62,477.62,474.46
20.88,57.85,450.87,450.87,451.17
29.35,68.31,445.86,445.86,433.30
8.75,40.77,481.39,479.14,477.44
9.14,40.60,483.57,483.57,476.83
15.29,38.73,462.40,465.32,466.94
14.03,49.15,463.63,463.09,465.70
28.33,64.96,438.78,438.50,436.13
8.30,36.08,481.60,481.60,479.74
11.17,44.77,474.56,474.02,472.01
16.62,54.30,459.59,459.59,459.60
20.85,48.70,450.88,450.53,454.20
14.35,46.18,461.74,461.74,466.12
10.32,42.28,475.12,475.62,474.27
21.55,44.05,443.48,443.48,454.52
13.17,38.52,469.92,470.50,470.63
23.21,58.49,448.09,448.09,446.98
12.15,71.14,462.51,462.51,461.75
15.90,41.35,464.93,464.93,465.05
7.79,42.03,477.26,477.26,478.67
30.51,60.75,435.57,435.57,433.78
15.52,36.99,466.96,465.65,467.11
16.88,56.89,457.00,457.00,458.31
11.88,41.58,465.47,465.47,471.84
16.98,43.70,461.98,461.81,462.44
14.84,43.69,463.61,465.16,466.09
25.76,65.48,446.91,442.92,440.35
27.02,61.86,442.67,442.67,439.38
22.08,41.54,458.74,458.74,454.43
19.69,56.65,455.87,455.87,453.59
25.69,59.54,439.06,439.06,442.40
4.78,42.85,480.28,480.28,483.55
28.32,47.93,437.47,437.53,441.69
14.69,35.71,469.18,468.95,468.95
9.84,36.66,477.62,477.62,476.92
14.57,44.84,464.58,464.58,466.18
28.31,66.17,438.10,437.56,435.77
29.09,70.98,439.34,439.34,432.87
28.55,66.51,435.21,436.16,435.25
28.24,65.27,439.36,439.36,436.18
14.86,44.85,468.87,468.87,465.68
26.30,77.95,433.01,434.43,435.36
13.83,42.86,469.77,467.75,468.09
8.47,41.03,485.10,485.10,477.84
26.94,59.87,441.09,442.08,440.16
28.11,70.98,431.83,431.83,434.54
13.23,52.72,465.26,465.26,465.90
16.36,53.82,460.35,460.33,460.20
13.85,44.90,467.20,467.20,467.39
21.38,60.84,445.80,445.80,449.34
28.55,65.27,437.62,437.62,435.65
8.51,42.32,481.29,480.14,477.35
22.28,59.92,437.85,437.85,448.10
18.83,47.83,454.23,454.23,457.93
24.54,60.29,447.67,447.67,444.12
9.73,41.01,470.85,475.05,475.69
24.34,59.54,442.24,442.87,444.71
14.12,39.52,465.09,465.09,468.68
25.47,70.36,433.51,435.10,439.25
26.49,71.73,431.06,431.06,437.07
11.01,42.02,475.45,474.44,473.18
13.86,40.66,463.49,463.49,468.75
18.77,50.66,457.07,457.07,457.11
26.13,47.93,441.28,441.28,445.43
9.16,42.44,480.98,480.98,476.20
11.72,40.55,474.70,474.70,472.44
15.09,39.52,469.80,469.80,467.02
15.71,39.30,462.84,462.84,466.04
12.16,45.00,482.99,482.99,470.24
22.32,47.93,440.21,440.21,451.94
15.26,46.18,463.60,463.60,464.57
13.56,41.48,466.31,467.68,469.00
24.34,62.96,446.09,446.09,443.59
24.65,71.98,434.38,435.34,440.13
5.19,40.78,482.46,482.46,483.52
11.76,40.96,475.18,475.18,472.24
14.74,42.77,464.37,465.46,466.56
13.12,39.18,471.44,471.44,470.50
21.84,58.86,445.16,445.16,449.20
28.41,75.60,440.28,440.28,432.53
27.27,72.24,432.35,432.35,435.57
14.03,44.88,465.51,465.51,467.09
31.63,69.59,436.87,433.81,428.99
24.32,59.14,438.08,438.08,444.87
14.12,42.86,471.86,471.86,467.59
28.83,64.96,432.32,435.20,435.28
7.99,36.08,481.35,481.35,480.27
12.62,40.92,471.98,471.20,470.79
12.51,41.14,470.53,471.01,470.90
22.71,59.43,441.24,441.24,447.53
13.11,38.73,473.38,473.38,470.66
26.58,70.98,434.41,434.41,437.16
3.31,39.42,483.96,486.55,487.17
32.55,69.89,434.45,433.27,427.32
7.26,36.08,483.58,483.58,481.52
18.53,48.98,453.39,453.21,458.07
25.61,74.22,438.45,438.45,437.76
16.09,50.59,463.64,463.64,461.71
8.49,36.25,477.88,478.91,479.36
7.64,42.28,482.74,482.13,478.85
26.01,58.41,446.94,443.00,442.22
22.22,66.05,442.95,442.95,446.21
15.29,44.88,462.99,463.97,464.94
28.07,64.09,436.61,436.61,436.86
18.27,50.16,452.23,453.59,458.13
13.25,44.92,469.18,469.18,468.41
18.61,63.09,449.81,449.81,453.34
15.04,38.01,468.12,468.12,467.60
17.03,58.49,455.59,454.18,457.53
25.28,70.32,431.43,431.43,439.59
12.14,45.00,472.76,471.82,470.28
24.91,57.17,446.01,446.01,444.51
13.40,40.89,466.82,468.67,469.46
26.68,63.73,439.69,439.69,439.35
8.70,39.72,479.03,479.03,477.87
25.35,65.18,438.17,438.17,441.15
26.56,52.30,439.25,439.25,443.28
24.86,72.39,440.85,440.85,439.63
8.68,39.61,481.08,479.87,477.94
24.33,68.08,440.84,440.39,441.94
27.83,69.04,443.24,443.24,435.65
20.57,60.10,453.26,450.49,450.96
15.14,49.64,463.58,463.58,463.64
19.20,61.27,448.58,451.26,452.92
23.96,58.33,445.49,444.48,445.75
25.74,65.38,452.94,452.94,440.42
26.56,49.02,439.82,441.49,444.34
18.01,62.26,452.93,452.13,454.63
26.69,79.74,433.78,433.78,434.12
18.27,51.43,460.41,460.41,457.72
9.55,40.67,486.34,486.34,476.11
10.31,42.49,476.04,475.88,474.22
9.44,44.03,473.61,473.61,475.20
20.15,49.50,453.45,452.01,455.13
21.92,64.63,452.49,452.49,447.18
24.54,48.41,446.71,445.35,447.99
15.87,45.00,470.85,470.85,463.91
21.23,61.50,450.92,450.92,449.38
9.65,44.68,476.71,476.71,474.63
25.89,66.49,436.70,438.54,439.80
21.67,69.71,441.59,441.88,445.96
11.46,38.91,477.50,477.50,473.42
25.42,68.08,433.82,433.82,440.08
10.47,41.06,478.58,476.75,474.41
25.28,72.39,432.52,432.52,438.92
5.80,45.87,480.58,480.61,480.82
21.74,60.27,441.22,441.22,448.91
25.90,48.92,443.80,443.80,445.50
26.27,71.98,427.65,427.65,437.36
9.59,38.91,479.96,479.96,476.62
9.37,44.77,474.41,474.41,475.08
27.38,69.40,434.47,434.47,436.31
29.89,65.74,440.01,437.87,433.21
29.24,64.33,440.12,440.12,434.78
10.32,40.35,481.51,481.51,474.90
8.13,71.14,471.99,471.99,468.61
16.15,44.21,461.30,462.02,463.69
4.78,42.85,480.28,480.28,483.55
22.76,58.96,454.05,454.05,447.60
26.20,72.24,432.65,432.65,437.40
29.40,57.19,435.98,437.45,436.83
26.85,75.60,433.48,433.48,435.19
25.02,50.78,444.70,444.70,446.40
26.70,49.02,438.92,438.92,444.10
27.49,63.78,439.65,440.10,437.95
22.49,62.96,447.48,447.48,446.75
13.65,44.60,466.06,466.06,467.83
17.95,49.21,454.24,454.21,458.98
19.38,63.56,448.66,449.67,451.87
24.95,64.33,445.09,443.53,442.11
25.21,63.21,441.04,441.04,442.03
22.04,59.14,442.45,442.45,448.77
19.18,58.20,453.20,453.20,453.96
11.30,44.60,470.50,470.50,471.84
20.79,50.59,453.54,451.80,453.69
8.26,40.96,485.73,485.73,478.22
8.56,40.71,471.58,471.58,477.79
16.32,50.88,458.12,458.53,461.22
17.84,52.08,450.67,450.67,458.24
10.72,41.17,475.11,475.31,473.95
20.30,58.46,451.00,449.90,451.96
14.02,40.66,467.95,467.74,468.48
23.92,61.87,441.15,441.15,444.67
13.08,42.32,465.93,468.26,469.54
27.35,66.05,439.60,439.60,437.45
11.04,39.96,469.86,473.91,473.80
28.73,73.91,436.12,436.12,432.53
20.20,60.10,453.28,451.07,451.60
23.61,43.77,448.43,448.71,451.09
11.64,41.44,474.57,473.40,472.29
18.99,62.10,453.09,453.09,453.01
15.86,43.67,464.09,463.39,464.36
26.52,63.94,441.16,442.11,439.55
15.11,56.03,458.32,458.86,461.61
28.29,68.08,434.68,435.13,435.18
20.61,62.91,446.53,446.53,449.98
23.36,56.89,440.51,440.51,447.24
20.71,58.18,450.30,449.74,451.35
21.37,81.56,434.38,434.38,442.61
14.68,43.99,462.73,464.95,466.27
10.77,41.44,479.19,479.19,473.78
12.15,38.78,474.15,474.15,472.29
26.75,60.96,443.54,442.39,440.13
13.45,43.14,474.10,474.10,468.65
15.75,39.39,465.20,464.74,465.94
21.88,69.71,442.06,441.32,445.60
29.48,59.27,441.30,442.08,436.02
12.99,43.80,466.95,466.95,469.22
20.94,68.12,445.75,446.43,447.72
19.16,63.09,449.51,449.51,452.40
22.19,58.49,449.40,449.40,448.72
26.92,67.25,438.81,437.19,437.79
5.66,35.79,485.02,485.24,484.34
16.00,48.78,456.57,457.84,462.45
6.87,39.85,486.26,486.26,480.95
15.84,49.69,463.44,462.68,462.43
20.98,47.43,450.00,450.00,454.39
22.80,69.23,439.30,439.30,444.18
28.28,61.47,443.12,443.12,437.35
24.05,67.83,442.53,442.53,442.50
17.19,37.20,468.40,468.40,464.19
27.14,65.27,441.68,441.68,438.06
23.39,73.50,441.18,441.18,441.78
25.16,43.21,442.29,442.29,448.63
16.39,41.67,467.68,467.68,464.10
21.13,51.43,451.46,450.45,452.83
20.16,60.10,453.36,453.36,451.66
25.16,74.33,436.15,436.15,438.49
22.27,50.05,446.58,447.00,451.33
23.88,67.90,446.34,446.34,442.77
9.23,37.36,481.08,481.08,477.73
23.38,54.42,453.28,452.97,448.02
25.42,73.17,437.06,437.06,438.42
7.31,43.02,484.82,484.82,479.17
16.34,41.48,453.60,453.60,464.25
29.83,71.43,432.32,433.00,431.46
23.87,60.27,439.86,439.86,445.27
21.86,58.49,449.90,449.90,449.29
14.47,44.66,462.72,465.34,466.41
22.66,61.27,447.70,445.49,447.01
24.98,60.32,446.46,446.46,443.36
24.96,60.27,442.67,442.67,443.41
29.14,67.45,433.34,433.34,433.94
14.30,54.30,464.90,464.90,463.56
20.07,51.30,450.46,450.46,454.68
4.99,39.04,487.59,487.42,484.43
10.44,39.04,478.87,476.82,475.12
10.25,37.14,474.06,474.89,476.06
25.89,59.22,445.75,445.75,442.17
7.89,71.14,468.23,471.99,469.02
27.82,52.84,440.31,440.31,440.95
13.69,44.85,470.78,470.78,467.68
7.36,41.01,476.99,476.99,479.74
10.71,41.93,476.06,475.31,473.72
33.70,68.27,428.79,429.77,425.88
15.03,44.45,466.46,464.84,465.52
23.25,56.90,442.76,442.76,447.43
10.03,41.79,475.42,475.42,474.93
26.49,59.44,440.19,441.68,441.07
12.14,44.85,476.68,476.68,470.33
31.03,74.33,432.62,432.74,428.47
22.85,60.29,448.58,448.58,447.01
22.19,48.78,447.56,446.96,451.88
27.20,65.12,439.01,439.50,438.01
20.77,51.30,449.98,450.38,453.49
29.70,57.19,436.29,436.29,436.32
27.98,58.33,446.31,443.15,438.89
16.64,44.90,458.15,460.64,462.63
30.70,74.22,432.51,432.51,429.07
27.84,71.32,433.15,433.33,434.89
22.53,74.87,444.69,444.69,442.81
21.03,44.78,459.72,459.72,455.17
21.97,68.12,443.91,443.85,445.96
22.88,59.21,440.25,440.25,447.31
24.99,60.37,443.00,442.51,443.33
20.54,49.15,448.27,449.40,454.58
7.30,43.65,482.09,482.93,478.98
9.53,44.03,471.23,471.23,475.05
14.01,43.34,465.80,466.82,467.62
31.87,67.32,435.47,435.47,429.32
15.77,58.16,450.11,450.11,459.79
19.02,47.45,452.40,453.72,457.73
30.27,64.69,435.67,435.67,432.90
18.98,38.52,454.60,454.60,460.71
14.56,41.76,462.76,465.59,467.20
30.87,67.32,436.96,436.96,431.02
14.71,52.72,462.34,462.34,463.37
24.49,65.61,444.08,442.45,442.47
20.14,46.33,453.35,453.35,456.18
26.95,72.24,432.05,432.39,436.11
26.76,49.02,440.07,440.77,444.00
11.89,40.03,471.85,471.85,472.32
15.12,41.04,466.28,465.44,466.48
23.39,74.22,440.04,439.76,441.55
28.31,74.34,429.75,432.23,433.11
20.94,44.89,450.71,450.71,455.29
22.84,59.39,443.38,444.85,447.32
27.44,47.93,439.70,439.85,443.20
11.64,38.25,472.05,473.26,473.33
25.72,47.45,442.78,442.78,446.29
9.97,41.26,478.66,476.55,475.20
17.62,43.69,460.46,460.75,461.35
30.94,64.44,437.52,438.65,431.84
22.26,69.04,441.91,441.44,445.17
10.94,39.04,479.50,479.50,474.27
24.26,66.44,445.63,445.63,442.60
25.74,59.07,441.05,441.05,442.47
16.16,41.79,464.36,463.84,464.46
13.97,45.01,461.96,461.96,467.15
20.58,50.90,451.29,451.03,453.94
13.12,44.21,469.89,468.75,468.86
27.08,62.91,442.91,442.91,438.93
20.30,67.32,441.51,441.51,449.07
14.81,44.88,464.65,464.65,465.76
28.18,66.56,426.79,426.79,435.86
14.47,39.58,467.34,467.34,468.06
21.82,63.90,447.29,447.29,447.59
29.25,67.32,437.94,437.94,433.79
20.30,62.52,451.86,451.86,450.64
24.82,74.87,434.46,434.46,438.90
13.20,45.01,466.71,466.71,468.46
15.40,41.16,465.46,465.04,465.96
11.71,41.44,474.22,474.22,472.17
19.35,39.39,465.28,465.28,459.79
10.18,40.81,475.13,475.13,474.99
19.81,43.56,460.59,460.59,457.65
14.79,44.06,465.77,465.77,466.06
7.87,42.85,482.68,482.24,478.27
14.10,39.16,464.07,464.07,468.83
2.80,39.64,482.66,482.66,487.97
14.70,48.60,460.63,460.63,464.73
29.26,67.17,436.42,436.42,433.82
27.02,71.25,430.91,433.04,436.32
19.01,58.46,450.34,450.58,454.16
13.33,39.39,471.23,471.23,470.07
27.56,65.59,440.51,439.88,437.24
10.36,37.83,472.62,472.62,475.65
26.65,66.48,436.81,438.13,438.50
32.81,71.32,434.38,434.38,426.41
22.59,59.43,442.00,442.00,447.73
12.64,40.69,474.08,474.08,470.83
26.90,59.14,440.05,441.41,440.47
10.01,43.70,479.24,479.24,474.34
4.44,38.44,486.53,486.53,485.56
31.02,69.51,431.15,431.15,430.05
