temperatura,vacuo,energia
13.8,45.08,466.71
25.97,69.34,435.02
9.29,39.96,473.51
24.52,59.15,439.55
24.43,47.45,446.45
14.51,53.82,463.17
7.98,40.77,480.72
21.08,44.05,449.6
9.29,39.04,482.55
18.2,39.63,468.49
31.42,69.13,425.98
23.73,59.15,444.07
25.54,61.08,448.57
28.88,63.76,435.54
13.86,37.85,469.94
12.7,39.72,467.77
27.85,66.44,429.0
23.84,68.94,436.05
13.08,39.82,476.96
5.72,40.81,487.8
31.5,70.32,435.13
5.49,40.81,487.36
21.14,67.71,445.12
27.43,64.96,431.21
22.39,59.04,445.52
31.13,64.05,439.24
12.27,49.83,467.1
26.92,63.73,440.35
12.6,40.35,475.42
26.96,73.68,429.48
9.33,42.49,478.43
13.02,45.51,468.46
13.96,39.54,468.82
34.35,77.17,437.65
28.78,64.96,432.66
18.75,44.9,452.77
30.4,71.97,430.23
3.69,38.44,490.78
11.73,37.92,472.51
11.7,43.41,467.51
17.82,65.94,452.82
18.99,44.58,468.35
25.2,65.59,439.14
14.5,44.47,465.15
5.34,39.22,472.66
34.29,68.51,427.62
33.63,77.54,431.81
12.95,41.23,469.05
6.79,39.37,487.3
23.75,60.29,449.57
27.23,63.9,443.61
22.86,60.08,452.34
32.11,78.05,431.31
13.47,43.34,468.8
32.45,44.37,429.81
16.37,39.99,464.69
24.17,48.78,440.96
9.23,37.36,481.08
30.97,67.69,425.35
5.57,42.85,488.85
9.18,42.18,475.57
26.23,59.14,437.85
25.56,50.05,442.49
31.07,70.32,436.16
22.35,54.42,454.72
14.48,46.18,462.3
14.63,40.0,457.09
18.36,53.16,457.94
14.42,44.66,461.34
27.34,63.78,446.56
20.3,44.9,457.6
14.89,39.82,470.19
26.68,68.08,433.04
26.16,52.36,453.08
16.69,53.82,458.96
17.85,53.16,456.49
23.38,52.84,440.28
12.65,44.03,466.01
24.96,65.18,436.24
23.54,70.32,434.45
24.49,68.61,447.57
33.4,70.8,432.46
4.16,35.47,486.7
7.31,42.18,477.38
22.8,49.16,439.65
8.64,38.56,484.45
27.55,73.68,431.86
11.3,43.14,469.73
31.05,69.13,426.31
9.3,43.14,477.02
23.01,59.44,445.72
18.18,50.16,451.14
31.03,69.98,436.13
13.78,43.22,463.71
8.16,39.72,480.21
7.06,41.38,487.71
24.36,68.61,448.71
21.93,60.84,440.76
27.14,64.27,441.68
9.38,44.77,473.9
22.53,58.62,449.02
11.45,41.17,476.0
30.9,73.42,433.44
21.92,66.54,443.03
8.22,40.77,480.38
13.61,42.34,465.65
16.9,54.3,460.57
24.56,71.94,437.97
22.47,47.45,447.14
13.29,71.14,464.18
11.48,44.6,470.39
23.28,68.28,442.04
19.94,44.9,459.47
31.12,68.14,427.06
14.29,37.85,468.63
32.0,58.9,437.81
30.24,68.3,431.82
12.63,41.48,461.09
26.33,64.45,450.67
20.72,63.94,447.69
19.8,51.19,446.66
23.51,57.32,444.58
28.14,65.34,443.11
23.96,58.33,446.01
28.29,68.67,436.4
7.67,42.85,478.94
13.78,43.22,463.71
11.94,44.6,468.53
16.88,43.67,463.81
29.54,69.48,427.82
29.12,67.83,432.46
28.57,69.84,433.24
24.93,70.32,436.03
22.55,47.45,447.42
10.59,25.36,470.96
23.27,60.84,440.22
18.93,59.39,450.14
27.55,73.68,431.86
22.26,70.47,440.21
24.01,63.56,444.1
31.98,73.42,432.2
22.85,59.15,448.61
25.51,67.69,433.02
25.74,59.07,441.05
27.84,68.08,436.37
15.72,56.89,456.33
20.09,63.94,449.47
25.64,70.72,441.68
12.81,44.58,475.5
21.75,65.12,452.89
10.93,39.22,473.27
16.36,53.82,461.62
16.15,44.21,462.02
25.18,61.08,445.64
32.77,71.32,436.95
16.77,42.28,465.52
30.71,68.27,428.27
11.88,41.58,465.47
23.78,49.3,439.83
22.63,70.47,441.92
29.53,70.79,426.85
22.76,58.96,454.05
25.56,69.13,434.48
25.2,63.76,438.15
21.75,50.12,446.64
20.72,68.61,447.89
14.69,35.71,467.39
9.06,36.3,477.38
23.97,64.05,447.44
23.15,58.79,447.71
30.05,66.44,427.55
11.57,41.38,473.94
24.27,74.99,438.26
6.29,40.78,478.29
16.14,44.71,468.88
12.53,44.03,470.04
31.25,74.34,432.22
20.15,58.59,443.85
13.35,41.39,474.19
13.74,39.35,471.11
12.57,39.16,476.2
29.51,76.09,432.45
14.1,43.34,465.22
21.45,45.09,453.15
26.93,67.07,437.76
25.38,72.24,432.3
19.35,39.72,455.29
15.63,41.79,455.24
14.13,53.82,467.08
26.06,58.59,451.47
24.19,46.93,446.3
31.87,67.32,435.47
8.66,36.25,479.66
24.62,70.47,435.88
27.75,69.89,430.33
21.26,50.32,446.22
10.98,41.39,476.31
12.11,38.28,469.93
23.0,66.05,421.57
19.05,44.06,454.28
16.75,36.99,464.18
24.61,62.96,445.79
17.35,39.72,459.83
14.54,41.17,470.19
14.31,40.78,463.54
10.03,42.02,471.07
33.01,68.67,433.94
17.26,49.78,453.54
14.04,40.83,469.75
25.37,58.33,444.46
23.36,56.89,440.51
20.38,62.52,456.56
29.05,69.71,434.05
23.48,60.23,437.44
16.58,37.64,460.48
21.9,47.43,452.13
18.91,59.21,450.24
9.89,40.64,478.13
15.67,45.17,462.09
31.67,69.68,439.72
11.53,41.14,469.04
29.46,71.94,428.54
25.72,74.67,434.83
8.16,39.3,483.17
11.52,40.03,472.31
30.2,56.9,436.17
17.75,49.25,454.41
6.43,36.08,486.39
9.19,42.44,481.55
14.17,42.86,466.2
23.39,61.87,444.03
29.77,69.98,430.65
17.36,44.63,456.98
13.97,40.24,467.93
9.34,41.49,471.04
23.92,71.98,433.23
8.48,36.18,480.63
15.27,56.89,456.72
23.37,65.46,447.07
26.95,70.79,430.07
23.66,67.17,443.43
21.39,51.3,452.7
30.22,70.32,435.98
9.08,36.71,479.02
25.44,56.57,444.61
19.12,58.79,447.02
20.42,62.96,452.08
30.06,67.25,435.02
31.87,71.22,437.0
26.35,69.48,435.23
19.83,51.43,449.45
4.61,40.27,492.85
22.33,59.8,450.07
28.56,65.27,437.45
18.87,52.05,458.64
19.31,52.72,455.25
22.49,58.71,443.33
25.98,60.95,442.9
12.07,41.17,479.28
7.92,42.28,484.75
21.52,66.51,444.87
24.52,56.85,438.89
28.94,68.67,434.65
20.23,69.45,445.82
21.53,58.05,447.93
27.75,65.34,440.83
14.38,44.84,471.6
29.68,64.33,441.79
14.6,39.31,464.16
6.91,37.49,481.88
10.33,40.69,480.18
23.04,63.86,446.22
13.74,43.71,465.24
11.48,37.92,472.9
10.23,41.46,479.48
25.82,57.19,440.8
13.48,41.26,466.88
21.19,67.71,441.71
9.33,39.96,473.78
7.36,41.01,477.37
19.69,59.14,448.69
24.2,59.07,441.93
9.32,36.3,478.55
21.32,45.01,452.75
10.31,39.82,480.61
16.15,41.85,466.56
17.4,44.58,468.01
14.73,58.2,458.56
24.67,49.5,455.31
9.78,41.93,484.03
18.62,61.27,455.75
9.06,43.79,482.8
14.68,41.23,469.25
6.72,39.85,489.09
22.5,59.43,441.92
22.68,50.78,447.69
17.74,49.78,450.44
16.0,39.16,468.49
30.58,68.84,439.71
23.37,63.77,443.86
21.11,58.66,457.89
22.21,61.5,445.77
27.39,67.07,441.45
6.9,39.81,481.88
22.44,63.86,447.3
30.72,69.13,435.83
20.55,65.46,448.83
24.82,57.19,439.91
21.96,48.78,451.58
14.07,42.86,467.47
17.32,42.24,472.33
22.73,43.79,460.2
31.99,53.53,432.43
11.44,40.55,477.68
18.68,59.14,452.85
28.62,69.98,432.11
6.76,39.81,483.16
13.0,39.28,473.6
19.66,59.87,446.28
24.32,65.48,443.31
31.15,67.45,431.97
15.24,44.45,460.94
11.23,41.17,475.85
19.16,43.43,451.0
25.79,63.9,442.7
31.55,69.75,435.01
8.16,39.64,481.78
17.1,49.69,457.32
21.24,63.47,442.94
26.26,63.73,442.18
28.51,70.02,441.66
13.46,41.4,467.4
15.24,37.87,463.09
13.16,40.71,475.87
23.79,50.16,435.49
22.21,61.5,445.77
12.41,41.44,472.06
30.09,76.2,434.68
21.75,45.09,452.84
12.11,41.17,475.53
14.47,42.86,466.64
3.21,38.44,491.35
12.64,40.69,474.08
26.02,71.94,435.21
25.04,51.95,449.45
21.17,58.16,452.02
14.42,44.88,462.72
10.46,41.06,481.47
16.3,39.63,464.11
10.03,40.96,478.79
15.83,41.67,464.93
13.66,41.67,469.17
10.35,40.27,477.8
15.8,41.1,465.87
11.46,39.1,470.55
7.19,39.37,480.4
29.29,71.14,432.58
18.96,44.58,461.96
15.47,44.9,465.61
11.88,40.64,470.06
30.06,69.14,436.89
17.82,65.94,452.82
27.88,63.87,443.24
12.36,48.04,468.37
15.67,38.62,463.17
25.68,70.17,433.92
12.45,37.92,470.59
11.45,41.17,476.0
24.14,60.07,440.17
26.82,75.08,441.14
16.29,44.34,468.8
24.84,71.73,436.36
32.49,71.32,433.59
10.03,41.79,475.42
31.09,59.57,440.08
18.78,63.09,452.86
17.02,51.86,460.0
17.02,51.86,460.0
16.75,36.99,464.18
8.18,40.02,478.81
26.52,73.21,437.02
13.52,40.83,470.47
27.95,77.54,434.7
27.18,62.66,442.16
20.29,63.09,448.22
8.63,43.79,483.91
25.68,46.21,442.98
30.36,69.82,439.05
18.95,42.23,462.73
17.92,44.2,455.37
23.53,68.94,437.48
22.49,45.61,455.12
14.95,43.72,459.31
21.43,63.47,448.17
9.0,43.13,481.09
33.17,70.4,430.14
24.27,68.28,445.23
16.14,44.71,468.88
21.82,65.27,447.43
16.71,46.18,458.4
24.44,69.13,434.34
10.74,44.85,476.83
27.31,59.54,440.13
14.74,43.99,461.82
28.42,75.23,435.64
15.92,41.2,468.91
26.51,67.25,435.52
15.22,50.88,460.44
11.96,43.41,469.34
22.26,60.77,442.58
11.77,42.03,472.22
30.57,69.82,437.62
8.88,36.3,478.7
5.66,40.0,475.54
7.61,41.26,480.68
14.84,41.23,464.85
16.77,50.9,459.91
5.98,39.61,482.17
22.2,63.94,445.6
24.2,68.67,444.09
23.08,48.41,443.5
21.24,63.47,442.94
25.86,60.32,446.58
17.61,56.53,457.01
30.56,69.04,442.24
21.94,50.32,444.89
19.2,54.2,450.75
27.62,68.27,427.67
21.96,58.79,448.89
10.15,39.22,474.87
24.15,64.63,448.87
12.73,37.73,470.89
13.47,43.34,468.8
11.8,43.99,466.75
7.55,41.04,476.58
13.58,40.75,472.73
12.57,39.3,473.67
29.06,64.96,430.24
23.62,49.21,443.53
24.58,71.94,433.99
6.93,40.67,494.61
28.15,71.25,431.28
9.13,39.16,484.86
13.31,40.03,470.31
18.99,56.65,457.55
16.74,39.16,460.47
21.13,47.43,448.83
29.35,71.58,434.45
25.54,48.41,437.58
28.82,77.24,433.69
10.08,37.92,474.63
30.31,70.36,439.11
12.74,41.38,475.63
28.62,79.74,436.12
23.83,64.15,447.95
29.67,66.51,434.8
29.85,68.24,433.43
28.15,72.24,431.75
20.65,41.67,455.5
28.29,69.13,429.28
21.01,51.19,446.2
20.05,42.48,457.01
6.57,39.37,487.94
9.32,36.66,479.13
33.96,68.94,427.06
16.85,50.9,460.68
10.84,40.62,467.6
15.64,44.21,462.42
14.67,71.14,458.8
9.45,39.04,483.66
30.9,73.42,433.44
18.55,43.69,465.2
25.35,66.56,436.51
12.35,40.73,466.71
33.43,66.44,433.01
14.1,42.74,466.1
20.61,62.91,446.53
26.31,44.57,452.73
14.12,42.99,468.45
21.75,49.82,455.28
29.3,67.69,430.72
25.95,63.47,445.5
22.49,71.29,442.58
24.6,63.78,448.65
20.3,59.8,453.29
7.91,38.56,485.95
29.93,71.85,426.82
26.55,69.45,435.64
28.69,67.25,432.21
8.46,39.66,484.16
18.87,52.08,449.61
17.01,50.59,463.4
29.6,71.58,434.64
22.93,62.26,438.34
18.94,46.93,441.41
17.85,53.16,456.49
10.27,41.44,479.3
14.72,41.23,467.11
30.59,70.04,429.13
27.23,63.9,443.61
11.76,39.28,478.07
24.38,47.01,454.85
24.65,52.36,455.68
16.64,43.14,459.0
10.22,39.96,471.36
12.46,40.73,464.7
24.81,66.44,435.79
14.05,40.71,465.74
25.96,60.95,444.19
4.97,38.91,489.96
7.82,41.16,475.66
4.97,42.85,482.98
26.19,69.34,433.99
32.73,69.88,434.32
22.96,68.61,447.18
29.52,64.79,439.6
25.09,71.58,434.51
25.62,60.29,444.94
33.13,74.34,433.73
25.52,61.25,435.48
27.21,64.05,442.37
10.31,44.63,471.78
15.69,41.93,468.43
14.05,40.71,465.74
14.95,39.31,462.72
24.99,58.79,439.2
32.31,62.04,449.65
10.87,37.5,474.07
24.94,67.69,439.08
25.15,71.14,434.99
27.47,69.98,431.11
28.07,68.08,437.65
10.1,44.03,471.59
19.72,65.94,446.84
32.91,73.56,434.03
16.44,43.96,468.57
24.91,64.45,450.84
16.8,44.9,456.42
15.26,46.18,463.6
23.26,58.2,446.87
26.1,44.57,446.49
28.85,68.12,436.15
21.14,67.71,445.12
22.06,45.61,455.61
21.6,43.43,446.4
22.49,62.52,451.87
24.67,70.94,443.51
11.46,39.82,477.99
17.46,39.99,461.01
21.08,52.05,453.4
11.92,40.62,468.14
18.41,44.89,448.88
27.22,66.49,437.24
20.12,58.12,453.33
12.74,41.5,469.92
30.56,71.98,429.2
10.62,39.64,477.07
12.31,44.78,468.29
35.03,68.27,426.22
28.02,63.9,444.42
18.26,60.95,457.03
18.85,67.32,446.7
23.18,59.04,443.12
21.49,70.32,443.04
21.44,62.96,450.57
25.92,60.32,448.37
16.09,44.2,460.56
29.3,68.08,434.11
23.08,48.41,443.5
23.23,71.77,432.8
26.51,44.57,445.32
32.81,71.32,434.38
20.64,49.21,454.2
7.84,40.07,488.7
15.59,45.09,457.54
26.06,54.5,451.67
10.62,39.64,478.37
18.19,43.96,464.58
23.75,68.51,441.61
21.74,60.27,441.22
26.23,59.87,447.16
25.92,50.16,440.98
31.99,53.53,432.43
30.32,74.22,429.36
9.8,41.82,473.72
13.53,38.73,472.46
23.69,63.77,444.07
13.08,43.14,467.06
5.25,40.07,495.23
24.8,50.23,453.56
9.51,40.46,471.32
27.3,56.85,440.01
24.66,69.94,432.68
22.05,63.31,444.37
31.3,70.79,428.75
24.86,63.47,441.68
13.09,43.67,474.45
25.43,60.95,444.65
23.34,45.61,455.82
6.01,35.79,482.25
30.18,65.74,441.65
25.52,71.73,434.67
15.12,41.79,455.63
25.36,74.99,440.25
32.63,69.89,425.72
13.09,43.02,470.14
12.08,41.39,477.8
7.25,41.14,477.45
7.01,37.8,483.95
19.65,51.3,452.5
24.49,49.82,451.42
25.92,60.32,448.37
15.94,44.85,462.54
28.03,68.67,438.8
27.2,65.12,442.54
27.2,77.95,433.39
10.87,38.38,477.03
19.51,48.78,453.27
9.72,43.41,474.1
29.99,74.9,435.87
22.43,55.97,443.74
19.13,42.18,456.04
25.37,59.14,437.19
14.78,41.17,469.69
13.87,45.08,465.48
29.06,64.96,430.24
14.87,41.2,467.01
14.55,41.7,454.14
7.94,35.77,480.38
32.2,72.29,432.52
21.04,65.46,452.12
14.77,49.15,467.72
18.38,55.28,451.29
7.96,38.91,482.17
10.63,44.2,477.19
11.18,37.5,472.02
20.3,56.53,454.12
26.89,56.85,436.44
25.35,65.18,438.17
27.66,59.21,438.57
28.31,71.85,429.57
29.14,61.5,437.76
11.33,41.5,475.01
25.31,61.5,437.03
8.95,43.13,479.14
27.43,56.85,436.64
7.71,40.77,482.19
21.17,52.3,447.5
14.51,44.84,465.09
26.96,65.34,441.81
21.17,52.3,447.5
29.93,71.85,426.82
15.31,41.35,466.5
30.16,69.34,433.54
11.35,38.91,474.22
26.99,62.26,436.89
7.95,41.26,480.6
12.15,71.14,462.51
9.06,36.3,477.38
27.56,63.9,442.43
10.16,41.62,465.05
13.67,54.3,467.87
4.23,38.44,489.0
24.07,73.46,438.41
25.61,74.22,438.45
25.93,60.29,444.04
25.96,63.77,445.26
27.28,47.93,438.0
26.58,70.98,434.41
26.03,64.44,445.89
25.78,47.93,442.46
27.2,59.74,440.13
29.3,70.04,426.25
15.49,42.07,460.32
7.53,41.74,487.25
24.1,52.84,444.69
27.13,59.54,438.32
12.31,44.03,468.13
23.85,52.3,441.99
26.77,64.45,449.1
27.06,72.58,429.18
30.3,71.98,426.52
12.08,40.75,476.84
30.39,70.98,435.48
35.2,73.56,434.37
27.38,70.04,428.88
7.65,36.3,482.56
14.2,42.86,468.63
19.54,50.66,456.61
5.53,40.64,479.88
14.66,47.83,461.46
14.38,45.09,464.27
31.45,68.27,430.81
10.31,45.01,473.74
12.07,43.71,472.32
34.4,77.95,430.87
7.6,41.04,475.32
20.62,48.41,445.4
31.13,67.45,435.14
32.0,73.17,428.69
24.1,71.97,443.09
18.28,45.0,471.42
14.92,41.16,465.72
24.54,57.85,444.93
16.38,46.97,459.87
13.71,43.41,466.06
17.82,56.89,453.83
25.88,66.48,434.4
27.18,71.06,430.66
29.45,69.13,432.04
9.03,40.71,484.97
25.71,71.73,434.16
9.26,40.78,471.79
29.26,69.34,435.32
7.64,43.79,486.01
21.67,62.39,445.85
24.22,56.89,440.79
24.93,47.01,455.06
26.13,71.64,439.73
6.14,40.62,481.66
25.56,74.99,433.63
9.47,41.4,480.79
12.27,39.82,477.54
11.7,41.16,462.94
26.26,71.73,430.79
24.45,68.63,446.33
15.46,44.88,461.2
15.82,44.2,460.2
31.53,70.94,431.84
22.85,47.43,448.15
9.94,40.46,473.74
26.66,70.02,439.99
10.31,37.5,474.16
23.59,71.73,435.67
24.42,57.32,443.94
9.84,36.66,477.62
20.03,66.86,450.93
24.92,63.94,441.07
26.33,60.06,450.16
21.65,58.18,441.05
13.34,40.8,474.47
15.12,52.05,464.78
8.03,40.67,492.26
22.61,54.42,453.86
10.35,40.27,477.8
21.44,63.09,444.19
23.97,62.44,442.46
26.31,71.29,432.92
30.7,71.58,429.27
24.8,59.87,441.0
17.98,60.1,452.57
12.31,44.03,468.13
15.56,40.12,461.21
12.18,40.1,471.49
8.66,41.01,472.16
24.97,59.87,443.7
13.45,45.87,464.88
14.89,39.82,470.19
8.3,40.35,481.77
24.42,65.94,439.63
7.31,42.18,477.38
16.01,43.69,465.89
7.17,41.92,485.08
29.71,73.18,427.04
25.79,70.4,437.98
23.66,67.17,443.43
31.13,67.45,435.14
25.27,69.89,436.33
10.38,43.02,474.44
27.51,73.77,436.91
27.45,59.74,450.46
27.06,70.47,430.82
21.17,52.3,444.5
26.82,66.51,439.48
31.03,69.98,436.13
22.53,60.95,449.43
7.72,41.14,478.34
19.81,43.56,460.59
21.85,63.86,445.62
20.54,59.39,445.41
24.05,72.24,437.81
26.81,74.9,435.56
31.04,66.54,431.66
23.43,60.32,446.88
7.41,40.81,488.48
29.44,64.33,442.32
16.36,43.99,465.81
14.36,40.0,460.42
22.42,59.43,440.99
34.24,74.67,425.58
31.04,68.31,441.56
7.67,42.85,478.94
23.82,44.89,445.45
30.95,71.58,430.47
25.68,67.79,449.04
29.24,60.23,438.24
11.7,25.36,470.88
20.32,39.72,458.8
23.24,51.95,448.5
14.23,46.18,463.86
32.35,77.95,432.72
6.61,38.68,483.88
14.04,40.83,469.75
18.91,45.01,456.12
31.05,62.7,441.67
24.92,60.95,445.44
26.23,63.56,440.8
22.85,47.43,448.15
14.51,44.84,465.09
26.67,70.94,439.13
18.22,58.2,451.04
14.34,42.86,466.17
23.16,57.69,438.29
17.19,58.86,451.87
26.19,65.61,443.73
19.02,50.66,455.42
16.07,44.58,471.36
20.6,44.58,466.2
10.19,37.14,475.01
29.38,74.9,433.74
23.44,62.52,447.19
19.32,44.71,464.38
9.48,44.71,478.42
23.06,56.85,440.03
22.08,45.61,456.71
15.69,44.6,462.07
11.42,40.43,490.02
15.2,40.55,465.09
5.37,38.68,487.07
8.97,39.66,482.62
31.84,71.37,432.04
26.33,61.41,452.79
14.22,45.01,464.06
31.59,62.7,442.58
29.24,74.67,432.61
19.61,56.53,454.22
9.73,38.56,479.78
26.42,71.06,435.6
10.19,44.63,472.45
30.62,66.75,432.66
6.93,38.68,482.37
21.49,56.9,452.46
23.09,69.13,436.67
29.89,64.69,435.39
15.24,39.39,469.79
26.2,65.18,440.07
27.57,68.31,444.71
23.56,51.86,448.04
30.21,75.33,431.46
14.97,43.67,465.54
27.05,67.79,443.89
26.38,71.58,434.26
7.87,41.06,486.57
19.95,50.59,459.27
21.71,58.05,449.38
31.88,66.44,427.83
24.43,65.18,437.26
25.18,65.06,440.27
19.97,59.14,450.06
23.13,61.47,438.8
23.92,63.21,445.26
25.26,52.3,442.76
21.47,58.79,446.33
23.45,70.04,436.46
10.32,42.28,481.09
30.95,73.06,431.77
25.96,68.08,435.84
11.35,40.73,472.32
33.82,73.03,439.3
16.25,40.89,464.33
14.46,44.78,459.31
18.12,43.69,464.68
28.16,61.47,442.48
18.64,43.79,465.13
24.18,66.48,434.5
7.8,43.65,479.78
28.55,72.43,430.06
23.64,71.25,442.26
13.26,45.51,472.17
25.72,72.39,432.77
23.39,71.25,435.68
21.52,66.51,444.87
29.42,71.32,437.47
19.73,49.69,454.28
15.14,37.85,468.31
6.89,43.65,484.0
13.35,41.44,473.17
23.06,63.9,447.36
24.68,48.06,447.96
13.52,39.39,474.82
6.4,41.17,488.82
28.04,69.14,436.37
21.92,66.54,443.03
10.07,40.92,471.71
24.66,69.94,432.68
14.79,39.54,469.23
11.03,42.32,470.92
25.32,61.25,436.67
16.64,43.14,459.0
23.74,65.34,447.31
24.7,50.23,454.42
26.91,70.47,434.24
25.42,73.17,437.06
11.97,45.51,472.82
26.58,59.39,439.46
17.92,50.66,456.84
24.31,58.62,449.12
31.76,66.54,430.18
10.72,41.17,479.21
28.37,68.12,436.42
8.16,39.72,480.21
23.24,63.78,446.95
15.02,41.48,456.04
23.38,58.82,446.54
29.28,75.08,436.15
8.55,35.77,481.44
24.45,66.49,449.22
12.71,43.02,475.38
33.15,70.4,430.15
15.03,40.66,459.46
17.46,62.1,451.06
32.0,71.85,427.95
27.96,49.16,442.49
29.8,69.34,437.65
25.58,61.08,446.32
25.89,48.41,442.12
27.52,66.48,429.67
30.01,73.18,429.84
26.48,73.06,433.31
25.7,69.45,437.04
16.21,50.9,462.68
23.19,67.07,442.45
4.59,39.33,494.9
15.0,41.35,467.71
12.38,48.04,465.99
24.67,68.61,450.64
26.01,61.47,435.78
7.76,42.28,483.8
26.0,69.88,434.79
6.18,41.55,484.87
13.11,41.58,460.44
10.14,45.01,473.56
14.88,41.66,468.55
25.52,67.17,440.02
11.74,40.6,473.84
26.09,60.23,445.88
21.93,62.91,449.17
12.73,44.34,472.94
28.39,65.51,438.78
5.17,35.57,491.32
5.86,40.62,480.71
12.08,40.24,474.07
21.61,49.39,449.26
15.27,56.89,456.72
21.16,65.48,446.37
10.59,41.54,477.05
11.41,41.54,477.89
33.18,72.29,435.26
18.9,47.83,455.94
29.16,55.68,435.04
22.21,60.77,444.57
10.28,39.61,478.34
31.49,69.13,425.74
14.17,41.67,471.42
12.6,41.5,472.45
17.19,37.2,468.4
13.42,40.35,472.57
28.89,70.72,433.02
24.89,66.49,436.39
9.13,39.04,483.24
29.27,69.89,425.55
17.69,46.36,462.81
14.14,39.59,465.23
13.74,38.73,470.06
20.06,47.03,461.02
21.31,49.39,455.34
34.66,74.33,425.89
16.0,45.09,458.46
11.52,39.18,474.35
12.3,40.69,474.46
16.9,38.58,459.87
21.37,57.76,454.66
10.41,44.68,474.7
10.63,39.61,476.99
8.49,36.25,480.35
16.73,58.59,455.3
29.71,71.85,428.49
16.01,49.64,457.8
22.77,59.92,437.9
31.87,71.22,437.0
6.28,41.06,489.79
28.6,61.86,439.74
13.35,41.16,474.57
12.99,42.34,465.98
31.42,69.13,425.98
29.45,68.27,432.96
30.19,64.79,438.41
24.57,49.82,452.3
27.34,59.87,448.26
28.08,64.44,440.26
30.68,69.68,438.68
18.53,39.72,457.26
11.56,39.28,477.71
26.14,61.02,436.17
21.41,56.9,441.41
8.75,40.22,482.8
25.15,57.32,440.1
25.2,57.5,446.26
24.16,48.98,459.27
28.18,66.56,426.79
21.02,61.5,448.08
27.13,59.54,438.32
30.71,68.24,429.41
23.09,60.95,450.31
18.89,66.86,454.02
26.52,43.77,440.31
12.27,41.17,475.13
31.41,64.44,439.3
29.79,67.69,428.71
13.41,45.0,475.9
12.74,41.38,475.63
4.87,42.85,482.05
22.7,61.41,449.75
10.62,39.96,470.8
14.3,53.82,465.42
20.88,57.85,450.87
10.17,41.46,482.36
14.41,40.83,470.13
12.17,41.58,463.03
10.16,41.55,477.27
6.86,41.38,487.49
30.78,73.67,427.15
22.2,51.19,445.54
23.91,67.69,439.84
23.91,67.69,439.84
12.35,44.2,471.65
23.48,73.67,437.19
17.41,40.55,461.47
12.68,43.7,471.8
19.95,50.66,458.72
21.87,66.86,453.62
18.62,61.27,455.75
21.97,65.61,447.05
10.5,39.28,480.92
17.13,42.86,463.09
20.35,56.53,456.04
7.84,40.07,488.7
32.36,73.91,431.92
29.82,69.75,442.6
9.65,44.68,476.71
31.19,70.94,436.6
21.39,52.3,447.77
4.41,42.07,488.36
13.48,39.35,470.66
11.33,41.5,475.01
15.47,43.13,466.63
12.04,40.78,463.51
11.21,40.75,479.2
13.09,39.85,475.89
28.73,73.91,436.12
8.61,37.49,477.13
16.16,52.05,463.09
27.89,69.88,430.75
16.14,44.71,468.88
29.91,74.9,434.93
29.14,67.45,433.34
24.81,63.73,440.43
23.88,54.2,444.97
23.38,59.07,442.83
24.25,74.93,445.44
11.34,45.17,472.13
19.31,44.71,463.0
5.66,35.79,484.15
18.86,42.18,457.07
27.26,63.77,436.01
22.19,70.02,444.85
31.96,71.29,433.04
21.36,59.54,446.09
30.37,76.09,435.01
8.35,40.46,474.79
4.62,38.44,486.84
26.97,71.58,433.88
19.05,59.21,451.0
30.2,71.8,436.94
21.08,44.05,449.6
28.9,68.12,438.53
17.44,44.88,465.72
25.52,59.15,439.42
19.64,48.06,455.27
12.83,41.5,470.87
21.59,48.06,446.83
31.25,73.5,432.25
34.11,73.56,432.78
16.46,61.27,456.64
15.62,40.89,466.15
29.28,77.17,433.14
24.16,60.29,446.17
12.21,41.67,475.07
22.7,63.56,445.0
8.72,40.02,477.86
18.99,44.58,468.35
13.36,39.64,471.89
27.77,63.87,444.06
33.01,69.88,433.5
9.82,36.18,475.21
26.85,69.84,426.58
28.12,58.33,448.72
11.63,41.5,477.3
24.34,59.54,440.63
24.44,59.14,443.5
13.73,50.59,459.6
32.38,69.05,429.31
24.54,48.41,439.79
19.2,58.71,448.17
12.45,40.81,474.73
24.81,67.17,442.75
6.8,41.16,477.8
31.87,70.94,429.41
28.57,62.26,437.41
10.74,52.75,467.48
32.33,67.83,427.84
20.24,56.03,460.76
28.62,69.98,432.11
24.26,68.14,438.79
19.8,67.71,446.03
13.67,42.32,464.56
13.48,39.35,470.66
14.69,54.3,462.63
22.2,57.17,447.75
26.1,66.25,441.53
19.12,58.79,447.02
10.16,40.8,477.49
22.55,69.84,438.54
30.81,71.97,430.53
5.11,42.07,486.41
19.62,58.79,446.29
8.36,38.91,482.09
15.11,45.01,462.21
11.5,40.22,476.46
16.69,50.9,460.75
9.05,40.67,486.55
17.94,63.07,456.7
33.3,68.14,426.88
25.82,69.68,439.58
23.2,48.41,444.69
13.24,39.16,474.48
18.76,52.9,458.26
25.3,49.3,436.62
20.0,56.53,454.86
26.07,69.23,436.94
12.33,39.28,476.49
20.3,44.9,457.6
19.29,67.71,449.28
27.76,69.4,430.68
6.72,38.91,485.89
13.1,49.83,466.08
23.19,58.82,446.44
5.72,40.81,487.8
22.1,65.94,443.95
10.42,41.46,479.24
24.58,56.9,437.16
12.05,49.83,454.18
7.31,43.02,484.82
24.38,60.84,440.85
19.62,58.79,446.29
